sid,r_d_name,r_s_name,res_1,delay_1,res_2,delay_2
800521,땅 복상어,패시브 1,,,,
800522,물 복상어,패시브 1,,,,
800523,불 복상어,패시브 1,,,,
800621,땅 문어,패시브 1,,,,
800622,물 문어,패시브 1,,,,
800623,불 문어,패시브 1,,,,
800721,땅 하피주니어,패시브 1,sfx_heal,0.2,,
800722,물 하피주니어,패시브 1,sfx_heal,0.2,,
800723,불 하피주니어,패시브 1,sfx_heal,0.2,,
800821,땅 악마날개,패시브 1,sfx_wind,0,,
800822,물 악마날개,패시브 1,sfx_wind,0,,
800823,불 악마날개,패시브 1,sfx_wind,0,,
800921,땅 킬러비,패시브 1,sfx_wind,0,,
800922,물 킬러비,패시브 1,sfx_wind,0,,
800923,불 킬러비,패시브 1,sfx_wind,0,,
801021,땅 아울베어,패시브 1,sfx_wind,0,,
801022,물 아울베어,패시브 1,sfx_wind,0,,
801023,불 아울베어,패시브 1,sfx_wind,0,,
801121,땅 라플레시아,패시브 1,,,,
801122,물 라플레시아,패시브 1,,,,
801123,불 라플레시아,패시브 1,,,,
801221,땅 상어전사,패시브 1,sfx_wind,0,,
801222,물 상어전사,패시브 1,sfx_wind,0,,
801223,불 상어전사,패시브 1,sfx_wind,0,,
801321,땅 독문어,패시브 1,,,,
801322,물 독문어,패시브 1,,,,
801323,불 독문어,패시브 1,,,,
801421,땅 대지정령,패시브 1,,,,
801422,물 대지정령,패시브 1,,,,
801423,불 대지정령,패시브 1,,,,
801521,땅 감시자,패시브 1,sfx_heal,0.2,,
801522,물 감시자,패시브 1,sfx_heal,0.2,,
801523,불 감시자,패시브 1,sfx_heal,0.2,,
221011,땅 무한의 파워드래곤,드래그 스킬,sfx_body_attack,,,
221021,땅 무한의 파워드래곤,패시브 1,,,,
221031,땅 무한의 파워드래곤,패시브 2,sfx_shield,,,
221041,땅 무한의 파워드래곤,패시브 3,,,,
221115,어둠 모로스,드래그 스킬,sfx_blackhole,0;0.15;0.3,,
221125,어둠 모로스,패시브 1,,,,
221135,어둠 모로스,패시브 2,,,,
221145,어둠 모로스,드래그 강화,sfx_blackhole,0;0.15;0.3,,
