slid,sid,r_origin_rarity,r_origin_s_name,r_origin_power_rate,r_goal_powerate,lv,r_dragon,t_name,r_chance_type,r_count_power_rate,col_01,mod_01,val_01,t_desc,col_02,mod_02,val_02,col_03,mod_03,val_03,col_04,mod_04,val_04,col_05,mod_05,val_05
20452104,204521,legend,패시브 1,1080,540,4,땅 카르나,고통의 사슬,indie_time_short,5,power_rate,add,108,스킬의 피해량 30% 증가,,,,,,,,,,,,
20452105,204521,legend,패시브 1,1080,540,5,땅 카르나,고통의 사슬,indie_time_short,2.5,power_rate,add,216,스킬의 피해량 50% 증가,,,,,,,,,,,,
20453101,204531,legend,패시브 2,240,120,1,땅 카르나,증오의 사슬,indie_time,5,,,,강화 효과 없음,,,,,,,,,,,,
20453102,204531,legend,패시브 2,240,120,2,땅 카르나,증오의 사슬,indie_time,5,power_rate,add,24,스킬의 피해량 10% 증가,,,,,,,,,,,,
20453103,204531,legend,패시브 2,240,120,3,땅 카르나,증오의 사슬,indie_time,5,power_rate,add,24,스킬의 피해량 20% 증가,,,,,,,,,,,,
20453104,204531,legend,패시브 2,240,120,4,땅 카르나,증오의 사슬,indie_time,5,power_rate,add,24,스킬의 피해량 30% 증가,,,,,,,,,,,,
20453105,204531,legend,패시브 2,240,120,5,땅 카르나,증오의 사슬,indie_time,2.5,power_rate,add,48,스킬의 피해량 50% 증가,,,,,,,,,,,,
20451401,204514,legend,드래그 스킬,259,130,1,빛 카르나,천 개의 악몽,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20451402,204514,legend,드래그 스킬,259,130,2,빛 카르나,천 개의 악몽,active,5,power_rate,add,26,스킬의 피해량 10% 증가,,,,,,,,,,,,
20451403,204514,legend,드래그 스킬,259,130,3,빛 카르나,천 개의 악몽,active,5,power_rate,add,26,스킬의 피해량 20% 증가,,,,,,,,,,,,
20451404,204514,legend,드래그 스킬,259,130,4,빛 카르나,천 개의 악몽,active,5,power_rate,add,26,스킬의 피해량 30% 증가,,,,,,,,,,,,
20451405,204514,legend,드래그 스킬,259,130,5,빛 카르나,천 개의 악몽,active,2.5,power_rate,add,52,스킬의 피해량 50% 증가,,,,,,,,,,,,
20452401,204524,legend,패시브 1,1080,540,1,빛 카르나,고통의 사슬,indie_time_short,5,,,,강화 효과 없음,,,,,,,,,,,,
20452402,204524,legend,패시브 1,1080,540,2,빛 카르나,고통의 사슬,indie_time_short,5,power_rate,add,108,스킬의 피해량 10% 증가,,,,,,,,,,,,
20452403,204524,legend,패시브 1,1080,540,3,빛 카르나,고통의 사슬,indie_time_short,5,power_rate,add,108,스킬의 피해량 20% 증가,,,,,,,,,,,,
20452404,204524,legend,패시브 1,1080,540,4,빛 카르나,고통의 사슬,indie_time_short,5,power_rate,add,108,스킬의 피해량 30% 증가,,,,,,,,,,,,
20452405,204524,legend,패시브 1,1080,540,5,빛 카르나,고통의 사슬,indie_time_short,2.5,power_rate,add,216,스킬의 피해량 50% 증가,,,,,,,,,,,,
20453401,204534,legend,패시브 2,240,120,1,빛 카르나,증오의 사슬,indie_time,5,,,,강화 효과 없음,,,,,,,,,,,,
20453402,204534,legend,패시브 2,240,120,2,빛 카르나,증오의 사슬,indie_time,5,power_rate,add,24,스킬의 피해량 10% 증가,,,,,,,,,,,,
20453403,204534,legend,패시브 2,240,120,3,빛 카르나,증오의 사슬,indie_time,5,power_rate,add,24,스킬의 피해량 20% 증가,,,,,,,,,,,,
20453404,204534,legend,패시브 2,240,120,4,빛 카르나,증오의 사슬,indie_time,5,power_rate,add,24,스킬의 피해량 30% 증가,,,,,,,,,,,,
20453405,204534,legend,패시브 2,240,120,5,빛 카르나,증오의 사슬,indie_time,2.5,power_rate,add,48,스킬의 피해량 50% 증가,,,,,,,,,,,,
20451501,204515,legend,드래그 스킬,259,130,1,카르나,천 개의 악몽,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20451502,204515,legend,드래그 스킬,259,130,2,카르나,천 개의 악몽,active,5,power_rate,add,26,스킬의 피해량 10% 증가,,,,,,,,,,,,
20451503,204515,legend,드래그 스킬,259,130,3,카르나,천 개의 악몽,active,5,power_rate,add,26,스킬의 피해량 20% 증가,,,,,,,,,,,,
20451504,204515,legend,드래그 스킬,259,130,4,카르나,천 개의 악몽,active,5,power_rate,add,26,스킬의 피해량 30% 증가,,,,,,,,,,,,
20451505,204515,legend,드래그 스킬,259,130,5,카르나,천 개의 악몽,active,2.5,power_rate,add,52,스킬의 피해량 50% 증가,,,,,,,,,,,,
20452501,204525,legend,패시브 1,1080,540,1,카르나,고통의 사슬,indie_time_short,5,,,,강화 효과 없음,,,,,,,,,,,,
20452502,204525,legend,패시브 1,1080,540,2,카르나,고통의 사슬,indie_time_short,5,power_rate,add,108,스킬의 피해량 10% 증가,,,,,,,,,,,,
20452503,204525,legend,패시브 1,1080,540,3,카르나,고통의 사슬,indie_time_short,5,power_rate,add,108,스킬의 피해량 20% 증가,,,,,,,,,,,,
20452504,204525,legend,패시브 1,1080,540,4,카르나,고통의 사슬,indie_time_short,5,power_rate,add,108,스킬의 피해량 30% 증가,,,,,,,,,,,,
20452505,204525,legend,패시브 1,1080,540,5,카르나,고통의 사슬,indie_time_short,2.5,power_rate,add,216,스킬의 피해량 50% 증가,,,,,,,,,,,,
20453501,204535,legend,패시브 2,240,120,1,카르나,증오의 사슬,indie_time,5,,,,강화 효과 없음,,,,,,,,,,,,
20453502,204535,legend,패시브 2,240,120,2,카르나,증오의 사슬,indie_time,5,power_rate,add,24,스킬의 피해량 10% 증가,,,,,,,,,,,,
20453503,204535,legend,패시브 2,240,120,3,카르나,증오의 사슬,indie_time,5,power_rate,add,24,스킬의 피해량 20% 증가,,,,,,,,,,,,
20453504,204535,legend,패시브 2,240,120,4,카르나,증오의 사슬,indie_time,5,power_rate,add,24,스킬의 피해량 30% 증가,,,,,,,,,,,,
20453505,204535,legend,패시브 2,240,120,5,카르나,증오의 사슬,indie_time,2.5,power_rate,add,48,스킬의 피해량 50% 증가,,,,,,,,,,,,
20461201,204612,legend,드래그 스킬,1296,648,1,물 베루스,그랜드 크로스,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20461202,204612,legend,드래그 스킬,1296,648,2,물 베루스,그랜드 크로스,active,5,power_rate,add,130,스킬의 피해량 10% 증가,,,,,,,,,,,,
20461203,204612,legend,드래그 스킬,1296,648,3,물 베루스,그랜드 크로스,active,5,power_rate,add,130,스킬의 피해량 20% 증가,,,,,,,,,,,,
20461204,204612,legend,드래그 스킬,1296,648,4,물 베루스,그랜드 크로스,active,5,power_rate,add,130,스킬의 피해량 30% 증가,,,,,,,,,,,,
20461205,204612,legend,드래그 스킬,1296,648,5,물 베루스,그랜드 크로스,active,2.5,power_rate,add,259,스킬의 피해량 50% 증가,,,,,,,,,,,,
20462201,204622,legend,패시브 1,,,1,물 베루스,권선징악,indie_time,0,,,,강화 효과 없음,,,,,,,,,,,,
20462202,204622,legend,패시브 1,,,2,물 베루스,권선징악,indie_time,0,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
20462203,204622,legend,패시브 1,,,3,물 베루스,권선징악,indie_time,0,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
20462204,204622,legend,패시브 1,,,4,물 베루스,권선징악,indie_time,0,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
20462205,204622,legend,패시브 1,,,5,물 베루스,권선징악,indie_time,0,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
20463201,204632,legend,패시브 2,,,1,물 베루스,진리의 추구자,passive,,,,,강화 효과 없음,,,,,,,,,,,,
20463202,204632,legend,패시브 2,,,2,물 베루스,진리의 추구자,passive,,add_option_value_1,add,2,공격력 2% 추가 증가,,,,,,,,,,,,
20463203,204632,legend,패시브 2,,,3,물 베루스,진리의 추구자,passive,,add_option_value_1,add,2,공격력 4% 추가 증가,,,,,,,,,,,,
20463204,204632,legend,패시브 2,,,4,물 베루스,진리의 추구자,passive,,add_option_value_1,add,2,공격력 6% 추가 증가,,,,,,,,,,,,
20463205,204632,legend,패시브 2,,,5,물 베루스,진리의 추구자,passive,,add_option_value_1,add,4,공격력 10% 추가 증가,,,,,,,,,,,,
20461301,204613,legend,드래그 스킬,1296,648,1,불 베루스,그랜드 크로스,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20461302,204613,legend,드래그 스킬,1296,648,2,불 베루스,그랜드 크로스,active,5,power_rate,add,130,스킬의 피해량 10% 증가,,,,,,,,,,,,
20461303,204613,legend,드래그 스킬,1296,648,3,불 베루스,그랜드 크로스,active,5,power_rate,add,130,스킬의 피해량 20% 증가,,,,,,,,,,,,
20461304,204613,legend,드래그 스킬,1296,648,4,불 베루스,그랜드 크로스,active,5,power_rate,add,130,스킬의 피해량 30% 증가,,,,,,,,,,,,
20461305,204613,legend,드래그 스킬,1296,648,5,불 베루스,그랜드 크로스,active,2.5,power_rate,add,259,스킬의 피해량 50% 증가,,,,,,,,,,,,
20462301,204623,legend,패시브 1,,,1,불 베루스,권선징악,indie_time,0,,,,강화 효과 없음,,,,,,,,,,,,
20462302,204623,legend,패시브 1,,,2,불 베루스,권선징악,indie_time,0,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
20462303,204623,legend,패시브 1,,,3,불 베루스,권선징악,indie_time,0,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
20462304,204623,legend,패시브 1,,,4,불 베루스,권선징악,indie_time,0,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
20462305,204623,legend,패시브 1,,,5,불 베루스,권선징악,indie_time,0,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
20463301,204633,legend,패시브 2,,,1,불 베루스,진리의 추구자,passive,,,,,강화 효과 없음,,,,,,,,,,,,
20463302,204633,legend,패시브 2,,,2,불 베루스,진리의 추구자,passive,,add_option_value_1,add,2,공격력 2% 추가 증가,,,,,,,,,,,,
20463303,204633,legend,패시브 2,,,3,불 베루스,진리의 추구자,passive,,add_option_value_1,add,2,공격력 4% 추가 증가,,,,,,,,,,,,
20463304,204633,legend,패시브 2,,,4,불 베루스,진리의 추구자,passive,,add_option_value_1,add,2,공격력 6% 추가 증가,,,,,,,,,,,,
20463305,204633,legend,패시브 2,,,5,불 베루스,진리의 추구자,passive,,add_option_value_1,add,4,공격력 10% 추가 증가,,,,,,,,,,,,
20471101,204711,common,드래그 스킬,,,1,땅 바위드래곤,바위 주먹,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20471102,204711,common,드래그 스킬,,,2,땅 바위드래곤,바위 주먹,active,5,add_option_time_1,add,1,지속 시간 1초 증가,,,,,,,,,,,,
20471103,204711,common,드래그 스킬,,,3,땅 바위드래곤,바위 주먹,active,5,add_option_time_1,add,1,지속 시간 2초 증가,,,,,,,,,,,,
20471104,204711,common,드래그 스킬,,,4,땅 바위드래곤,바위 주먹,active,5,add_option_time_1,add,1,지속 시간 3초 증가,,,,,,,,,,,,
20471105,204711,common,드래그 스킬,,,5,땅 바위드래곤,바위 주먹,active,2.5,add_option_time_1,add,2,지속 시간 5초 증가,,,,,,,,,,,,
20472101,204721,common,패시브 1,,,1,땅 바위드래곤,단단해지기,indie_time_short,0,,,,강화 효과 없음,,,,,,,,,,,,
20472102,204721,common,패시브 1,,,2,땅 바위드래곤,단단해지기,indie_time_short,0,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
20472103,204721,common,패시브 1,,,3,땅 바위드래곤,단단해지기,indie_time_short,0,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
20472104,204721,common,패시브 1,,,4,땅 바위드래곤,단단해지기,indie_time_short,0,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
20472105,204721,common,패시브 1,,,5,땅 바위드래곤,단단해지기,indie_time_short,0,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
20473101,204731,common,패시브 2,,,1,땅 바위드래곤,바위 피부,indie_time_short,0,,,,강화 효과 없음,,,,,,,,,,,,
20473102,204731,common,패시브 2,,,2,땅 바위드래곤,바위 피부,indie_time_short,0,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
20473103,204731,common,패시브 2,,,3,땅 바위드래곤,바위 피부,indie_time_short,0,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
20473104,204731,common,패시브 2,,,4,땅 바위드래곤,바위 피부,indie_time_short,0,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
20473105,204731,common,패시브 2,,,5,땅 바위드래곤,바위 피부,indie_time_short,0,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
20471201,204712,common,드래그 스킬,,,1,물 바위드래곤,바위 주먹,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20471202,204712,common,드래그 스킬,,,2,물 바위드래곤,바위 주먹,active,5,add_option_time_1,add,1,지속 시간 1초 증가,,,,,,,,,,,,
20471203,204712,common,드래그 스킬,,,3,물 바위드래곤,바위 주먹,active,5,add_option_time_1,add,1,지속 시간 2초 증가,,,,,,,,,,,,
20471204,204712,common,드래그 스킬,,,4,물 바위드래곤,바위 주먹,active,5,add_option_time_1,add,1,지속 시간 3초 증가,,,,,,,,,,,,
20471205,204712,common,드래그 스킬,,,5,물 바위드래곤,바위 주먹,active,2.5,add_option_time_1,add,2,지속 시간 5초 증가,,,,,,,,,,,,
20472201,204722,common,패시브 1,,,1,물 바위드래곤,단단해지기,indie_time_short,0,,,,강화 효과 없음,,,,,,,,,,,,
20472202,204722,common,패시브 1,,,2,물 바위드래곤,단단해지기,indie_time_short,0,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
20472203,204722,common,패시브 1,,,3,물 바위드래곤,단단해지기,indie_time_short,0,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
20472204,204722,common,패시브 1,,,4,물 바위드래곤,단단해지기,indie_time_short,0,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
20472205,204722,common,패시브 1,,,5,물 바위드래곤,단단해지기,indie_time_short,0,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
20473201,204732,common,패시브 2,,,1,물 바위드래곤,바위 피부,indie_time_short,0,,,,강화 효과 없음,,,,,,,,,,,,
20473202,204732,common,패시브 2,,,2,물 바위드래곤,바위 피부,indie_time_short,0,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
20473203,204732,common,패시브 2,,,3,물 바위드래곤,바위 피부,indie_time_short,0,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
20473204,204732,common,패시브 2,,,4,물 바위드래곤,바위 피부,indie_time_short,0,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
20473205,204732,common,패시브 2,,,5,물 바위드래곤,바위 피부,indie_time_short,0,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
20471301,204713,common,드래그 스킬,,,1,불 바위드래곤,바위 주먹,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20471302,204713,common,드래그 스킬,,,2,불 바위드래곤,바위 주먹,active,5,add_option_time_1,add,1,지속 시간 1초 증가,,,,,,,,,,,,
20471303,204713,common,드래그 스킬,,,3,불 바위드래곤,바위 주먹,active,5,add_option_time_1,add,1,지속 시간 2초 증가,,,,,,,,,,,,
20471304,204713,common,드래그 스킬,,,4,불 바위드래곤,바위 주먹,active,5,add_option_time_1,add,1,지속 시간 3초 증가,,,,,,,,,,,,
20471305,204713,common,드래그 스킬,,,5,불 바위드래곤,바위 주먹,active,2.5,add_option_time_1,add,2,지속 시간 5초 증가,,,,,,,,,,,,
20472301,204723,common,패시브 1,,,1,불 바위드래곤,단단해지기,indie_time_short,0,,,,강화 효과 없음,,,,,,,,,,,,
20472302,204723,common,패시브 1,,,2,불 바위드래곤,단단해지기,indie_time_short,0,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
20472303,204723,common,패시브 1,,,3,불 바위드래곤,단단해지기,indie_time_short,0,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
20472304,204723,common,패시브 1,,,4,불 바위드래곤,단단해지기,indie_time_short,0,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
20472305,204723,common,패시브 1,,,5,불 바위드래곤,단단해지기,indie_time_short,0,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
20473301,204733,common,패시브 2,,,1,불 바위드래곤,바위 피부,indie_time_short,0,,,,강화 효과 없음,,,,,,,,,,,,
20473302,204733,common,패시브 2,,,2,불 바위드래곤,바위 피부,indie_time_short,0,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
20473303,204733,common,패시브 2,,,3,불 바위드래곤,바위 피부,indie_time_short,0,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
20473304,204733,common,패시브 2,,,4,불 바위드래곤,바위 피부,indie_time_short,0,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
20473305,204733,common,패시브 2,,,5,불 바위드래곤,바위 피부,indie_time_short,0,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
20471401,204714,common,드래그 스킬,,,1,빛 바위드래곤,바위 주먹,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20471402,204714,common,드래그 스킬,,,2,빛 바위드래곤,바위 주먹,active,5,add_option_time_1,add,1,지속 시간 1초 증가,,,,,,,,,,,,
20471403,204714,common,드래그 스킬,,,3,빛 바위드래곤,바위 주먹,active,5,add_option_time_1,add,1,지속 시간 2초 증가,,,,,,,,,,,,
20471404,204714,common,드래그 스킬,,,4,빛 바위드래곤,바위 주먹,active,5,add_option_time_1,add,1,지속 시간 3초 증가,,,,,,,,,,,,
20471405,204714,common,드래그 스킬,,,5,빛 바위드래곤,바위 주먹,active,2.5,add_option_time_1,add,2,지속 시간 5초 증가,,,,,,,,,,,,
20472401,204724,common,패시브 1,,,1,빛 바위드래곤,단단해지기,indie_time_short,0,,,,강화 효과 없음,,,,,,,,,,,,
20472402,204724,common,패시브 1,,,2,빛 바위드래곤,단단해지기,indie_time_short,0,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
20472403,204724,common,패시브 1,,,3,빛 바위드래곤,단단해지기,indie_time_short,0,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
20472404,204724,common,패시브 1,,,4,빛 바위드래곤,단단해지기,indie_time_short,0,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
20472405,204724,common,패시브 1,,,5,빛 바위드래곤,단단해지기,indie_time_short,0,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
20473401,204734,common,패시브 2,,,1,빛 바위드래곤,바위 피부,indie_time_short,0,,,,강화 효과 없음,,,,,,,,,,,,
20473402,204734,common,패시브 2,,,2,빛 바위드래곤,바위 피부,indie_time_short,0,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
20473403,204734,common,패시브 2,,,3,빛 바위드래곤,바위 피부,indie_time_short,0,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
20473404,204734,common,패시브 2,,,4,빛 바위드래곤,바위 피부,indie_time_short,0,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
20473405,204734,common,패시브 2,,,5,빛 바위드래곤,바위 피부,indie_time_short,0,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
20471501,204715,common,드래그 스킬,,,1,어둠 바위드래곤,바위 주먹,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20471502,204715,common,드래그 스킬,,,2,어둠 바위드래곤,바위 주먹,active,5,add_option_time_1,add,1,지속 시간 1초 증가,,,,,,,,,,,,
