mid,t_name,type,res,dark_mode,scale,pattern,rarity,attr,role,size_type,icon,coin,skill_basic,skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7,skill_8,skill_9,atk_max,def_max,hp_max,r_스텟점수,aspd,cri_chance,cri_dmg,hit_rate,avoid,cri_avoid,accuracy,resistance,r_dps,r_ehp,r_적중/치회/회피 합
313041,정예 여왕 버섯,mushqueen,res/character/monster/subboss_mushqueen2_earth/subboss_mushqueen2_earth.spine,0,1,ignore,subboss,earth,dealer,l,res/ui/icons/mon/mushqueen2_@.png,8,231009,232011,232012,232013,233704,233701,233702,,,,126000,8000,8640000,4796,30,10,50,80,5,5,0,20,171990,66240000,90
313051,정예 그리핀,griffin,res/character/monster/subboss_griffin2_earth/subboss_griffin2_earth.spine,0,1,ignore,subboss,earth,dealer,l,res/ui/icons/mon/griffin2_@.png,8,232030,232031,232032,232033,233704,233701,233702,,,,115200,12000,8640000,4728,15,15,50,80,5,5,0,20,142416,95040000,90
313061,정예 전차 풍뎅이(돌격),chariot_scarab_01,res/character/monster/subboss_chariot_scarab2_01_earth/subboss_chariot_scarab2_01_earth.spine,0,1,ignore,subboss,earth,dealer,l,res/ui/icons/mon/chariot_scarab_012_@.png,8,232040,232041,232042,232043,233704,233701,233702,,,,140400,12000,6240000,4020,0,15,50,80,5,5,0,20,150930,68640000,90
313012,상어 제독,sharkadmiral,res/character/monster/subboss_sharkadmiral_water/subboss_sharkadmiral_water.spine,0,1,ignore,subboss,water,dealer,l,res/ui/icons/mon/sharkadmiral_@.png,8,231008,232021,232022,232023,233704,233701,233702,,,,90000,16000,8640000,4516,30,15,50,80,5,5,0,20,125775,123840000,90
313022,전차 풍뎅이(포격),chariot_scarab_02,res/character/monster/subboss_chariot_scarab_02_water/subboss_chariot_scarab_02_water.spine,0,1,ignore,subboss,water,dealer,l,res/ui/icons/mon/chariot_scarab_02_@.png,8,232050,232051,232052,232053,233704,233701,233702,,,,108000,12000,6240000,3696,30,15,50,80,5,5,0,20,150930,68640000,90
313032,심해 상어 제독,sharkadmiral,res/character/monster/subboss_sharkadmiral2_water/subboss_sharkadmiral2_water.spine,0,1,ignore,subboss,water,dealer,l,res/ui/icons/mon/sharkadmiral2_@.png,8,231008,232021,232022,232023,233704,233701,233702,,,,90000,16000,8640000,4516,30,15,50,80,5,5,0,20,125775,123840000,90
313042,정예 전차 풍뎅이(포격),chariot_scarab_02,res/character/monster/subboss_chariot_scarab2_02_water/subboss_chariot_scarab2_02_water.spine,0,1,ignore,subboss,water,dealer,l,res/ui/icons/mon/chariot_scarab_022_@.png,8,232050,232051,232052,232053,233704,233701,233702,,,,108000,12000,6240000,3696,30,15,50,80,5,5,0,20,150930,68640000,90
313014,타천사,fallen_angel,res/character/monster/subboss_fallen_angel_light/subboss_fallen_angel_light.spine,0,1,ignore,subboss,light,dealer,l,res/ui/icons/mon/fallen_angel_@.png,8,231009,232055,232056,232057,233704,233701,233702,,,,72000,16000,8760000,4384,35,30,75,80,5,5,0,20,119070,125560000,90
313024,정예 타천사,fallen_angel,res/character/monster/subboss_fallen_angel2_light/subboss_fallen_angel2_light.spine,0,1,ignore,subboss,light,dealer,l,res/ui/icons/mon/fallen_angel2_@.png,8,231009,232055,232056,232057,233704,233701,233702,,,,72000,16000,8760000,4384,35,30,75,80,5,5,0,20,119070,125560000,90
313015,듀라한,dullahan,res/character/monster/subboss_dullahan_dark/subboss_dullahan_dark.spine,0,0.8,ignore,subboss,dark,dealer,l,res/ui/icons/mon/dullahan_@.png,8,232070,232071,232072,232073,233704,233701,233702,,,,79200,22400,8520000,4424,15,15,50,80,5,5,0,20,97911,167560000,90
313025,정예 듀라한,dullahan,res/character/monster/subboss_dullahan2_dark/subboss_dullahan2_dark.spine,0,0.8,ignore,subboss,dark,dealer,l,res/ui/icons/mon/dullahan2_@.png,8,232070,232071,232072,232073,233704,233701,233702,,,,79200,22400,8520000,4424,15,15,50,80,5,5,0,20,97911,167560000,90
314011,퀸즈 스네이크,queenssnake,res/character/monster/boss_queenssnake_earth/boss_queenssnake_earth.spine,0,1,ignore,boss,earth,dealer,xl,res/ui/icons/mon/queenssnake_@.png,10,233100,233101,233102,233103,233704,233701,233702,,,,126000,16000,9600000,5260,10,20,50,80,10,10,0,30,152460,137600000,100
314021,퀸즈 라미아,queenssnake,res/character/monster/boss_queenssnake2_earth/boss_queenssnake2_earth.spine,0,1,ignore,boss,earth,dealer,xl,res/ui/icons/mon/queenssnake2_@.png,10,233100,233101,233102,233103,233704,233701,233702,,,,126000,16000,9600000,5260,10,20,50,80,10,10,0,30,152460,137600000,100
314012,드레이크,drake,res/character/monster/boss_drake_water/boss_drake_water.spine,0,1,ignore,boss,water,dealer,xl,res/ui/icons/mon/drake_@.png,10,231008,233201,233202,233203,233204,233205,233704,233701,233702,,126000,12000,9480000,5172,10,20,50,80,10,10,0,30,152460,104280000,100
314022,심연의 군주,drake,res/character/monster/boss_drake2_water/boss_drake2_water.spine,0,1,ignore,boss,water,dealer,xl,res/ui/icons/mon/drake2_@.png,10,231008,233201,233202,233203,233204,233205,233704,233701,233702,,126000,12000,9480000,5172,10,20,50,80,10,10,0,30,152460,104280000,100
314013,코카트리스,cockatrice,res/character/monster/boss_cockatrice_fire/boss_cockatrice_fire.spine,0,1,ignore,boss,fire,dealer,xl,res/ui/icons/mon/cockatrice_@.png,10,233300,233301,233302,233303,233304,233305,233704,233701,233702,,126000,12000,9480000,5172,30,30,50,80,10,10,0,30,188370,104280000,100
314023,용암거미 여왕,spider_queen,res/character/monster/boss_spider_queen_fire/boss_spider_queen_fire.spine,0,1,ignore,boss,fire,dealer,xl,res/ui/icons/mon/spider_queen_@.png,10,233400,233401,233402,233403,233404,233405,233704,233701,233702,,90000,18000,9480000,4872,20,20,50,80,10,10,0,30,118800,151680000,100
314033,밤사냥꾼,cockatrice,res/character/monster/boss_cockatrice2_fire/boss_cockatrice2_fire.spine,0,1,ignore,boss,fire,dealer,xl,res/ui/icons/mon/cockatrice2_@.png,10,233300,233301,233302,233303,233304,233305,233704,233701,233702,,126000,12000,9480000,5172,30,30,50,80,10,10,0,30,188370,104280000,100
314043,맹독거미여왕,spider_queen,res/character/monster/boss_spider_queen2_fire/boss_spider_queen2_fire.spine,0,1,ignore,boss,fire,dealer,xl,res/ui/icons/mon/spider_queen2_@.png,10,233400,233401,233402,233403,233404,233405,233704,233701,233702,,90000,18000,9480000,4872,20,20,50,80,10,10,0,30,118800,151680000,100
314014,질서 유지장치,world_order_machine,res/character/monster/boss_world_order_machine_light/boss_world_order_machine_light_1.spine,0,1,ignore,boss,light,dealer,xl,res/ui/icons/mon/world_order_machine_@.png,10,233500,233501,233502,233503,233504,233505,233704,233701,233702,,79200,20000,9480000,4784,10,20,50,80,10,30,0,30,95832,167480000,120
314024,종말예언장치,world_order_machine,res/character/monster/boss_world_order_machine2_light/boss_world_order_machine2_light_1.spine,0,1,ignore,boss,light,dealer,xl,res/ui/icons/mon/world_order_machine2_@.png,10,233500,233501,233502,233503,233504,233505,233704,233701,233702,,79200,20000,9480000,4784,10,20,50,80,10,30,0,30,95832,167480000,120
314015,다크닉스,darknix,res/character/monster/boss_darknix_dark/boss_darknix_dark.spine,0,1,ignore,boss,dark,dealer,xl,res/ui/icons/mon/darknix_@.png,10,233600,233703,233602,233603,233604,233605,233704,233701,233702,,126000,12000,9480000,5172,10,20,50,80,10,10,0,30,152460,104280000,100
314025,부활한 다크닉스,darknix,res/character/monster/boss_darknix2_dark/boss_darknix2_dark.spine,0,1,ignore,boss,dark,dealer,xl,res/ui/icons/mon/darknix2_@.png,10,233600,233703,233602,233603,233604,233605,233704,233701,233702,,136800,13000,9480000,5290,10,20,50,80,10,10,0,30,165528,112180000,100
315081,땅 리프 드래곤,leafdragon,res/character/dragon/leafdragon_@_03/leafdragon_@_03.spine,1,0.6,ignore,elite,earth,dealer,xl,res/ui/icons/cha/leafdragon_@_03.png,4,231009,240001,231001,239001,233704,233701,233702,,,,90000,13600,6576000,3666,25,15,50,80,5,5,0,0,120938,81104000,90
315051,땅 애플칙,applecheek,res/character/dragon/applecheek_@_03/applecheek_@_03.spine,1,0.6,ignore,elite,earth,dealer,xl,res/ui/icons/cha/applecheek_@_03.png,4,231009,240002,231002,239001,233704,233701,233702,,,,108000,9600,6576000,3806,20,15,50,80,5,5,0,0,139320,59184000,90
315092,물 테일드래곤,taildragon,res/character/dragon/taildragon_@_03/taildragon_@_03.spine,1,0.6,ignore,elite,water,dealer,xl,res/ui/icons/cha/taildragon_@_03.png,4,231009,240003,231003,239001,233704,233701,233702,,,,90000,9600,6936000,3770,20,15,50,80,5,5,0,0,116100,62424000,90
315142,물 퍼플립스,purplelipsdragon,res/character/dragon/purplelipsdragon_@_03/purplelipsdragon_@_03.spine,1,0.6,ignore,elite,water,dealer,xl,res/ui/icons/cha/purplelipsdragon_@_03.png,4,231009,240004,231004,239001,233704,233701,233702,,,,72000,9600,7584000,3850,20,15,50,80,5,5,0,0,92880,68256000,90
315191,땅 리티오,littio,res/character/dragon/littio_@_03/littio_@_03.spine,1,0.6,ignore,elite,earth,dealer,xl,res/ui/icons/cha/littio_@_03.png,4,231009,240005,231005,239001,233704,233701,233702,,,,108000,9600,6576000,3806,20,15,50,80,5,5,0,0,139320,59184000,90
315273,불 붐버,boomba,res/character/dragon/boomba_@_03/boomba_@_03.spine,1,0.6,ignore,elite,fire,dealer,xl,res/ui/icons/cha/boomba_@_03.png,4,231009,240006,231001,239001,233704,233701,233702,,,,54000,16000,6360000,3244,20,15,50,80,5,5,0,0,69660,91160000,90
315043,불 오르페우스,orpheusdragon,res/character/dragon/orpheusdragon_@_03/orpheusdragon_@_03.spine,1,0.6,ignore,elite,fire,dealer,xl,res/ui/icons/cha/orpheusdragon_@_03.png,4,231009,240007,231002,239001,233704,233701,233702,,,,108000,9600,6576000,3806,20,15,50,80,5,5,0,0,139320,59184000,90
315423,불 수라드래곤,suradragon,res/character/dragon/suradragon_@_03/suradragon_@_03.spine,1,0.6,ignore,elite,fire,dealer,xl,res/ui/icons/cha/suradragon_@_03.png,4,231009,240008,231003,239001,233704,233701,233702,,,,97200,9600,6792000,3785,10,10,50,80,20,5,0,0,112266,61128000,105
315112,빛 페어리 드래곤,fairydragon,res/character/dragon/fairydragon_@_03/fairydragon_@_03.spine,1,0.6,ignore,elite,light,dealer,xl,res/ui/icons/cha/fairydragon_@_03.png,4,231009,240009,231004,239001,233704,233701,233702,,,,79200,11200,7008000,3707,20,15,50,80,5,5,0,0,102168,72416000,90
315204,빛 허리케인,hurricane,res/character/dragon/hurricane_@_03/hurricane_@_03.spine,1,0.6,ignore,elite,light,dealer,xl,res/ui/icons/cha/hurricane_@_03.png,4,231009,240010,231005,239001,233704,233701,233702,,,,97200,9600,6792000,3785,20,15,50,80,5,5,0,0,125388,61128000,90
315325,어둠 크레센트,crescentdragon,res/character/dragon/crescentdragon_@_03/crescentdragon_@_03.spine,1,0.6,ignore,elite,dark,dealer,xl,res/ui/icons/cha/crescentdragon_@_03.png,4,231009,240011,231001,239001,233704,233701,233702,,,,86400,10000,6792000,3681,20,15,50,80,5,5,0,0,111456,63392000,90
315395,어둠 원더드래곤,wonderdragon,res/character/dragon/wonderdragon_@_03/wonderdragon_@_03.spine,1,0.6,ignore,elite,dark,dealer,xl,res/ui/icons/cha/wonderdragon_@_03.png,4,231009,240012,231002,239001,233704,233701,233702,,,,86400,16000,6216000,3510,20,15,50,80,5,5,0,0,111456,89096000,90
315371,땅 레이디드래곤,ladydragon,res/character/dragon/ladydragon_@_03/ladydragon_@_03.spine,1,0.6,ignore,elite,earth,dealer,xl,res/ui/icons/cha/ladydragon_@_03.png,4,231009,240013,231003,239001,233704,233701,233702,,,,72000,16000,6000000,3280,20,15,50,80,5,5,0,0,92880,86000000,90
315091,땅 테일드래곤,taildragon,res/character/dragon/taildragon_@_03/taildragon_@_03.spine,1,0.6,ignore,elite,earth,dealer,xl,res/ui/icons/cha/taildragon_@_03.png,4,231009,240014,231004,239001,233704,233701,233702,,,,90000,9600,6936000,3770,20,15,50,80,5,5,0,0,116100,62424000,90
315041,땅 오르페우스,orpheusdragon,res/character/dragon/orpheusdragon_@_03/orpheusdragon_@_03.spine,1,0.6,ignore,elite,earth,dealer,xl,res/ui/icons/cha/orpheusdragon_@_03.png,4,231009,240015,231005,239001,233704,233701,233702,,,,108000,9600,6576000,3806,20,15,50,80,5,5,0,0,139320,59184000,90
315021,땅 램곤,lambgon,res/character/dragon/lambgon_@_03/lambgon_@_03.spine,1,0.6,ignore,elite,earth,dealer,xl,res/ui/icons/cha/lambgon_@_03.png,4,231009,240016,231001,239001,233704,233701,233702,,,,72000,16000,6360000,3424,20,15,50,80,5,5,0,0,92880,91160000,90
315202,물 허리케인,hurricane,res/character/dragon/hurricane_@_03/hurricane_@_03.spine,1,0.6,ignore,elite,water,dealer,xl,res/ui/icons/cha/hurricane_@_03.png,4,231009,240017,231002,239001,233704,233701,233702,,,,97200,9600,6792000,3785,20,15,50,80,5,5,0,0,125388,61128000,90
315422,물 수라드래곤,suradragon,res/character/dragon/suradragon_@_03/suradragon_@_03.spine,1,0.6,ignore,elite,water,dealer,xl,res/ui/icons/cha/suradragon_@_03.png,4,231009,240018,231003,239001,233704,233701,233702,,,,97200,9600,6792000,3785,20,15,50,80,5,5,0,0,125388,61128000,90
315161,땅 핑크벨,pinkbell,res/character/dragon/pinkbell_@_03/pinkbell_@_03.spine,1,0.6,ignore,elite,earth,dealer,xl,res/ui/icons/cha/pinkbell_@_03.png,4,231009,240019,231004,239001,233704,233701,233702,,,,100800,13600,6360000,3688,20,15,50,80,5,5,0,0,130032,78440000,90
315193,불 리티오,littio,res/character/dragon/littio_@_03/littio_@_03.spine,1,0.6,ignore,elite,fire,dealer,xl,res/ui/icons/cha/littio_@_03.png,4,231009,240020,231005,239001,233704,233701,233702,,,,108000,9600,6576000,3806,20,15,50,80,5,5,0,0,139320,59184000,90
315223,불 번개고룡,lightningdragon,res/character/dragon/lightningdragon_@_03/lightningdragon_@_03.spine,1,0.6,ignore,elite,fire,dealer,xl,res/ui/icons/cha/lightningdragon_@_03.png,4,231009,240021,231001,239001,233704,233701,233702,,,,126000,12000,6000000,3780,20,15,50,80,5,5,0,0,162540,66000000,90
315294,빛 고대신룡,godaeshinryong,res/character/dragon/godaeshinryong_@_03/godaeshinryong_@_03.spine,1,0.6,ignore,elite,light,dealer,xl,res/ui/icons/cha/godaeshinryong_@_03.png,4,231009,240022,231002,239001,233704,233701,233702,,,,108000,16000,6000000,3640,20,15,50,80,5,5,0,0,139320,86000000,90
315011,땅 파워드래곤,powerdragon,res/character/dragon/powerdragon_@_03/powerdragon_@_03.spine,1,0.6,ignore,elite,earth,dealer,xl,res/ui/icons/cha/powerdragon_@_03.png,4,231009,240023,231003,239001,233704,233701,233702,,,,90000,16000,5640000,3316,20,15,50,80,5,5,0,0,116100,80840000,90
315384,불 시타엘,sitael,res/character/dragon/sitael_@_03/sitael_@_03.spine,1,0.6,ignore,elite,fire,dealer,xl,res/ui/icons/cha/sitael_@_03.png,4,231009,240024,231004,239001,233704,233701,233702,,,,54000,16000,6720000,3388,20,15,50,80,5,5,0,0,69660,96320000,90
315761,땅 크리마용,chrimadragon,res/character/dragon/chrimadragon_@_03/chrimadragon_@_03.spine,0,0.8,ignore,boss,earth,supporter,xl,res/ui/icons/cha/chrimadragon_@_03.png,4,231009,241011,241021,241031,239001,233704,233701,233702,,,63000,16000,6600000,3430,75,15,50,80,15,35,0,20,118519,94600000,130
315762,물 크리마용,chrimadragon,res/character/dragon/chrimadragon_@_03/chrimadragon_@_03.spine,0,0.8,ignore,boss,water,supporter,xl,res/ui/icons/cha/chrimadragon_@_03.png,4,231009,241011,241022,241031,239001,233704,233701,233702,,,63000,16000,6600000,3430,20,20,110,80,15,35,0,20,92232,94600000,130
315763,불 크리마용,chrimadragon,res/character/dragon/chrimadragon_@_03/chrimadragon_@_03.spine,0,0.8,ignore,boss,fire,supporter,xl,res/ui/icons/cha/chrimadragon_@_03.png,4,231009,241011,241023,241031,239001,233704,233701,233702,,,63000,16000,6600000,3430,20,75,60,80,15,35,0,20,109620,94600000,130
135021,땅의 거목,treant,res/character/monster/boss_treant_@/boss_treant_@.spine,0,1.2,ignore,boss,earth,supporter,xl,res/ui/icons/mon/treant_@.png,10,236000,236001,236002,239001,,,,,,,7800,2000,864000,444,0,10,50,80,10,5,0,40,8190,2304000,95
135022,물의 거목,treant,res/character/monster/boss_treant_@/boss_treant_@.spine,0,1.2,ignore,boss,water,supporter,xl,res/ui/icons/mon/treant_@.png,10,236000,236001,236002,239001,,,,,,,7800,2000,864000,444,0,10,50,80,10,5,0,40,8190,2304000,95
135023,불의 거목,treant,res/character/monster/boss_treant_@/boss_treant_@.spine,0,1.2,ignore,boss,fire,supporter,xl,res/ui/icons/mon/treant_@.png,10,236000,236001,236002,239001,,,,,,,7800,2000,864000,444,0,10,50,80,10,5,0,40,8190,2304000,95
135024, 빛의 거목,treant,res/character/monster/boss_treant_@/boss_treant_@.spine,0,1.2,ignore,boss,light,supporter,xl,res/ui/icons/mon/treant_@.png,10,236000,236001,236002,239001,,,,,,,7800,2000,864000,444,0,10,50,80,10,5,0,40,8190,2304000,95
135025,어둠의 거목,treant,res/character/monster/boss_treant_@/boss_treant_@.spine,0,1.2,ignore,boss,dark,supporter,xl,res/ui/icons/mon/treant_@.png,10,236000,236001,236002,239001,,,,,,,7800,2000,864000,444,0,10,50,80,10,5,0,40,8190,2304000,95
135031,보석 거대용,jeweldragon,res/character/monster/boss_jeweldragon/boss_jeweldragon.spine,0,1,ignore,boss,light,dealer,xl,res/ui/icons/mon/jeweldragon.png,10,237000,237001,237002,237003,237004,237005,237006,239001,,,6800,2000,864000,434,20,20,50,80,10,10,0,40,8976,2304000,100
136011,대지의 악몽,nightmare_dragon_01,res/character/monster/boss_nightmare_dragon_@/boss_nightmare_dragon_@.spine,0,1,ignore,boss,earth,supporter,xl,res/ui/icons/mon/nightmare_dragon_@.png,10,238001,238011,238021,238041,238031,,,,,,7000,3600,770000,414,0,10,75,80,10,10,0,40,7525,3080000,100
136012,심연의 악몽,nightmare_dragon_02,res/character/monster/boss_nightmare_dragon_@/boss_nightmare_dragon_@.spine,0,1,ignore,boss,water,supporter,xl,res/ui/icons/mon/nightmare_dragon_@.png,10,238002,238012,238022,238042,238032,,,,,,7000,1000,1600000,720,0,10,75,80,10,10,0,40,7525,2933333,100
136013,맹화의 악몽,nightmare_dragon_03,res/character/monster/boss_nightmare_dragon_@/boss_nightmare_dragon_@.spine,0,1,ignore,boss,fire,supporter,xl,res/ui/icons/mon/nightmare_dragon_@.png,10,238003,238013,238023,238043,238033,,,,,,5000,2000,864000,416,0,60,150,80,10,10,0,40,9500,2304000,100
136014,섬광의 악몽,nightmare_dragon_04,res/character/monster/boss_nightmare_dragon_@/boss_nightmare_dragon_@.spine,0,1,ignore,boss,light,supporter,xl,res/ui/icons/mon/nightmare_dragon_@.png,10,238004,238014,238024,238044,238034,,,,,,9000,2000,864000,456,0,10,75,80,10,10,0,40,9675,2304000,100
136015,칠흑의 악몽,nightmare_dragon_05,res/character/monster/boss_nightmare_dragon_@/boss_nightmare_dragon_@.spine,0,1,ignore,boss,dark,supporter,xl,res/ui/icons/mon/nightmare_dragon_@.png,10,238005,238015,238025,238045,238035,,,,,,9000,2000,864000,456,0,10,75,80,10,10,0,40,9675,2304000,100
136021,광활한 대지의 악몽,nightmare_dragon_01,res/character/monster/boss_nightmare_dragon_@/boss_nightmare_dragon_@.spine,0,1,ignore,boss,earth,supporter,xl,res/ui/icons/mon/nightmare_dragon_@.png,10,238001,238011,238021,238041,238031,,,,,,7000,3600,770000,414,0,10,75,80,10,10,0,40,7525,3080000,100
136022,깊은 심연의 악몽,nightmare_dragon_02,res/character/monster/boss_nightmare_dragon_@/boss_nightmare_dragon_@.spine,0,1,ignore,boss,water,supporter,xl,res/ui/icons/mon/nightmare_dragon_@.png,10,238002,238012,238022,238042,238032,,,,,,7000,1000,1600000,720,0,10,75,80,10,10,0,40,7525,2933333,100
136023,뜨거운 맹화의 악몽,nightmare_dragon_03,res/character/monster/boss_nightmare_dragon_@/boss_nightmare_dragon_@.spine,0,1,ignore,boss,fire,supporter,xl,res/ui/icons/mon/nightmare_dragon_@.png,10,238003,238013,238023,238043,238033,,,,,,5000,2000,864000,416,0,60,150,80,10,10,0,40,9500,2304000,100
136024,찬란한 섬광의 악몽,nightmare_dragon_04,res/character/monster/boss_nightmare_dragon_@/boss_nightmare_dragon_@.spine,0,1,ignore,boss,light,supporter,xl,res/ui/icons/mon/nightmare_dragon_@.png,10,238004,238014,238024,238044,238034,,,,,,9000,2000,864000,456,0,10,75,80,10,10,0,40,9675,2304000,100
136025,끝없는 칠흑의 악몽,nightmare_dragon_05,res/character/monster/boss_nightmare_dragon_@/boss_nightmare_dragon_@.spine,0,1,ignore,boss,dark,supporter,xl,res/ui/icons/mon/nightmare_dragon_@.png,10,238005,238015,238025,238045,238035,,,,,,9000,2000,864000,456,0,10,75,80,10,10,0,40,9675,2304000,100
137014,룬 미니언,runeminion,res/character/monster/common_runeminion_!/common_runeminion_@.spine,0,1,ignore,common,light,dealer,s,res/ui/icons/mon/runeminion_@.png,0,230071,,,,,,,,,,3000,2500,14000,61,0,0,50,0,10,40,0,0,3000,43167,50
137015,룬 미니언,runeminion,res/character/monster/common_runeminion_!/common_runeminion_@.spine,0,1,ignore,common,dark,dealer,s,res/ui/icons/mon/runeminion_@.png,0,230072,,,,,,,,,,3000,2500,14000,61,0,0,50,0,10,40,0,0,3000,43167,50
137114,룬 수호병,runeguard1,res/character/monster/elite_runeguard1_!/elite_runeguard1_light.spine,0,1,ignore,elite,light,dealer,m,res/ui/icons/mon/runeguard1_@.png,0,230000,231201,231002,,,,,,,,2500,4000,300000,185,25,30,50,75,25,20,0,0,3594,1300000,120
137115,룬 수호병,runeguard1,res/character/monster/elite_runeguard1_!/elite_runeguard1_dark.spine,0,1,ignore,elite,dark,dealer,m,res/ui/icons/mon/runeguard1_@.png,0,230000,231201,231003,,,,,,,,3500,3000,300000,185,25,30,50,75,25,20,0,0,5031,1050000,120
137124,룬 수호병,runeguard2,res/character/monster/elite_runeguard2_!/elite_runeguard2_light.spine,0,1,ignore,elite,light,dealer,m,res/ui/icons/mon/runeguard2_@.png,0,230000,231202,231004,,,,,,,,2500,4000,300000,185,25,30,50,75,25,20,0,0,3594,1300000,120
137125,룬 수호병,runeguard2,res/character/monster/elite_runeguard2_!/elite_runeguard2_dark.spine,0,1,ignore,elite,dark,dealer,m,res/ui/icons/mon/runeguard2_@.png,0,230000,231202,231005,,,,,,,,3500,3000,300000,185,25,30,50,75,25,20,0,0,5031,1050000,120
137214,룬 수호자,runeguardian,res/character/monster/boss_runeguardian1_!/boss_runeguardian1_@.spine,0,1,use,boss,light,dealer,xl,res/ui/icons/mon/runeguardian1_@.png,0,239011,239021,239031,239041,239001,,,,,,4500,2000,800000,385,0,35,75,75,35,35,0,15,5681,2133333,145
137215,룬 수호자,runeguardian,res/character/monster/boss_runeguardian1_!/boss_runeguardian1_@.spine,0,1,use,boss,dark,dealer,xl,res/ui/icons/mon/runeguardian1_@.png,0,239012,239022,239032,239042,239001,,,,,,3500,3000,850000,405,0,15,50,75,10,35,0,50,3763,2975000,120
137224,룬 수호자,runeguardian,res/character/monster/boss_runeguardian2_!/boss_runeguardian2_@.spine,0,1,use,boss,light,dealer,xl,res/ui/icons/mon/runeguardian2_@.png,0,239013,239023,239033,239043,239001,,,,,,2500,4000,850000,405,0,10,75,75,10,35,0,40,2688,3683333,120
137225,룬 수호자,runeguardian,res/character/monster/boss_runeguardian2_!/boss_runeguardian2_@.spine,0,1,use,boss,dark,dealer,xl,res/ui/icons/mon/runeguardian2_@.png,0,239014,239024,239034,239044,239001,,,,,,3000,3500,800000,385,0,15,50,75,30,0,0,15,3225,3133333,105
137234,룬 수호자,runeguardian,res/character/monster/boss_runeguardian2_!/boss_runeguardian2_@.spine,0,1,use,boss,light,dealer,xl,res/ui/icons/mon/runeguardian2_@.png,0,239013,239023,239033,239043,239001,,,,,,3000,5000,750000,380,0,10,75,75,10,35,0,30,3225,3875000,120
137245,룬 수호자,runeguardian,res/character/monster/boss_runeguardian2_!/boss_runeguardian2_@.spine,0,1,use,boss,dark,dealer,xl,res/ui/icons/mon/runeguardian2_@.png,0,239014,239024,239034,239044,239001,,,,,,3000,1500,850000,385,0,15,50,75,30,0,0,15,3225,1912500,105
139010,골드라고라,event_gmandragora,res/character/monster/gold_mandragora/gold_mandragora.spine,0,0.2,ignore,boss,none,dealer,xl,res/ui/icons/mon/mandragora_@.png,0,260000,260001,260002,260003,260004,260005,,,,,10,4000,10000000,4040,0,0,0,0,30,30,0,50,10,43333333,60
139014,죄악의 환영,clanraid_boss,res/character/monster/redeboss1_@/redeboss1_@.spine,0,1.3,ignore,boss,light,tanker,xl,res/ui/icons/mon/clanraid_boss_@.png,10,261001,261002,261003,261004,261005,261006,,,,,15000,12000,996000,668,50,30,75,100,10,10,0,10,9675,10956000,120
139020,할로윈 캣츠,goni,res/character/tamer/goni_halloween_01/goni_halloween_01.spine,0,1.2,ignore,common,dark,tanker,xl,res/ui/icons/tamer/halloween/goni_halloween_01.png,0,230000,262002,262011,239001,,,,,,,3500,2500,550000,280,20,20,110,80,15,35,0,20,9675,1695833,130
139021,할로윈 데몬,nuri,res/character/tamer/nuri_halloween_01/nuri_halloween_01.spine,0,1.2,ignore,common,dark,tanker,xl,res/ui/icons/tamer/halloween/nuri_halloween_01.png,0,230000,262008,262012,239001,,,,,,,3500,2500,550000,280,20,20,110,80,15,35,0,20,9675,1695833,130
139022,할로윈 엔젤,dede,res/character/tamer/dede_halloween_01/dede_halloween_01.spine,0,1.2,ignore,boss,dark,tanker,xl,res/ui/icons/tamer/halloween/dede_halloween_01.png,0,230000,262010,262013,239001,,,,,,,3500,2500,550000,280,20,20,110,80,15,35,0,20,9675,1695833,130
139023,할로윈 모자장수,kesath,res/character/tamer/kesath_halloween_01/kesath_halloween_01.spine,0,1.2,ignore,common,dark,tanker,xl,res/ui/icons/tamer/halloween/kesath_halloween_01.png,0,230000,262001,262014,239001,,,,,,,3500,2500,550000,280,20,20,110,80,15,35,0,20,9675,1695833,130
139024,할로윈 드라큘라,durun,res/character/tamer/durun_halloween_01/durun_halloween_01.spine,0,1.2,ignore,common,dark,tanker,xl,res/ui/icons/tamer/halloween/durun_halloween_01.png,0,230000,262005,262015,239001,,,,,,,3500,2500,550000,280,20,20,110,80,15,35,0,20,9675,1695833,130
139025,할로윈 강시,mokoji,res/character/tamer/mokoji_halloween_01/mokoji_halloween_01.spine,0,1.2,ignore,boss,dark,tanker,xl,res/ui/icons/tamer/halloween/mokoji_halloween_01.png,0,230000,262004,262016,239001,,,,,,,3500,2500,550000,280,20,20,110,80,15,35,0,20,9675,1695833,130
139026,할로윈 잭오랜턴,goni,res/character/tamer/goni_halloween_02/goni_halloween_02.spine,0,1.2,ignore,common,dark,tanker,xl,res/ui/icons/tamer/halloween/goni_halloween_02.png,0,230000,262003,262011,239001,,,,,,,3500,2500,550000,280,20,20,110,80,15,35,0,20,9675,1695833,130
139027,할로윈 캣우먼,nuri,res/character/tamer/nuri_halloween_02/nuri_halloween_02.spine,0,1.2,ignore,common,dark,tanker,xl,res/ui/icons/tamer/halloween/nuri_halloween_02.png,0,230000,262006,262012,239001,,,,,,,3500,2500,550000,280,20,20,110,80,15,35,0,20,9675,1695833,130
