stage,t_name,r_difficult,mode,r_chapter_info,r_stage_info,attr,level,hp_ratio,boss_hp_ratio,r_boss_actural_ratio,r_real_hp,r_real_def,r_real_atk,buff_user,buff_enemy,val_1,t_help,r_value,r_value_2
1131204,모험,hell,adv,12,4,dark,395,1,1,1,"1,355,731","5,341","8,387",,all;0;atk_dmg_adj_rate_add;150,,,,
1131205,모험,hell,adv,12,5,fire,398,1,1,1,"1,081,300","2,887","11,520",,all;0;atk_dmg_adj_rate_add;150,,,,
1131206,모험,hell,adv,12,6,light,401,1,1,1,"1,086,308","4,842","5,808",,all;0;atk_dmg_adj_rate_add;150,,,,
1131207,모험,hell,adv,12,7,dark,405,1,1,1,"1,542,115","6,451","14,845",,all;0;atk_dmg_adj_rate_add;150,,,,
1140101,모험,hellfire,adv,1,1,earth,360,2,1,2,"1,743,577","2,613","8,688",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140102,모험,hellfire,adv,1,2,earth,363,2,1,2,"1,926,000","2,985","8,760",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140103,모험,hellfire,adv,1,3,earth,367,2,1,2,"1,995,200","2,664","10,625",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140104,모험,hellfire,adv,1,4,earth,371,2,1,2,"2,583,385","1,798","12,529",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140105,모험,hellfire,adv,1,5,earth,374,2,1,2,"2,033,000","2,714","8,664",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140106,모험,hellfire,adv,1,6,earth,378,2,1,2,"2,005,038","2,197","10,943",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140107,모험,hellfire,adv,1,7,earth,382,2,1,2,"2,954,154","3,693","12,899",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140201,모험,hellfire,adv,2,1,water,385,2,1,2,"2,234,923","2,794","8,547",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140202,모험,hellfire,adv,2,2,water,389,2,1,2,"2,175,500","2,260","9,385",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140203,모험,hellfire,adv,2,3,water,393,2,1,2,"2,135,600","2,851","11,375",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140204,모험,hellfire,adv,2,4,water,396,2,1,2,"2,756,462","3,827","9,553",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140205,모험,hellfire,adv,2,5,water,400,2,1,2,"2,173,400","2,902","7,722",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140206,모험,hellfire,adv,2,6,water,404,2,1,2,"2,469,154","2,347","7,798",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140207,모험,hellfire,adv,2,7,water,408,2,1,2,"3,114,827","4,926","13,774",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140301,모험,hellfire,adv,3,1,earth,411,2,1,2,"2,232,800","2,981","8,725",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140302,모험,hellfire,adv,3,2,earth,415,2,1,2,"2,200,000","2,410","12,010",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140303,모험,hellfire,adv,3,3,earth,419,2,1,2,"1,662,962","5,058","9,702",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140304,모험,hellfire,adv,3,4,earth,423,2,1,2,"2,943,385","3,068","13,056",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140305,모험,hellfire,adv,3,5,fire,426,2,1,2,"2,471,462","2,063","10,274",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140306,모험,hellfire,adv,3,6,fire,430,2,1,2,"2,204,442","6,226","6,226",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140307,모험,hellfire,adv,3,7,fire,434,2,1,2,"3,395,981","3,147","14,649",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140401,모험,hellfire,adv,4,1,earth,438,2,1,2,"1,703,215","3,176","14,362",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140402,모험,hellfire,adv,4,2,fire,442,2,1,2,"2,342,269","2,566","12,789",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140403,모험,hellfire,adv,4,3,fire,446,2,1,2,"2,500,885","3,234","10,755",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140404,모험,hellfire,adv,4,4,earth,449,2,1,2,"2,258,000","3,255","16,885",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140405,모험,hellfire,adv,4,5,earth,453,2,1,2,"2,214,440","6,558","10,923",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140406,모험,hellfire,adv,4,6,fire,457,2,1,2,"2,500,577","2,652","11,900",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140407,모험,hellfire,adv,4,7,fire,461,2,1,2,"3,561,846","6,673","11,116",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140501,모험,hellfire,adv,5,1,light,465,2,1,2,"2,524,400","3,371","13,452",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140502,모험,hellfire,adv,5,2,light,469,2,1,2,"2,647,231","3,173","9,952",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140503,모험,hellfire,adv,5,3,water,473,2,1,2,"2,567,600","3,428","12,316",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140504,모험,hellfire,adv,5,4,light,477,2,1,2,"3,363,192","4,606","9,202",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140505,모험,hellfire,adv,5,5,light,481,2,1,2,"2,610,800","3,486","13,914",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140506,모험,hellfire,adv,5,6,light,485,2,1,2,"2,652,962","2,814","12,627",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140507,모험,hellfire,adv,5,7,light,489,2,1,2,"3,777,231","7,784","10,375",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140601,모험,hellfire,adv,6,1,dark,493,2,1,2,"2,675,600","4,760","14,260",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140602,모험,hellfire,adv,6,2,dark,497,2,1,2,"2,718,269","3,601","11,502",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140603,모험,hellfire,adv,6,3,water,501,2,1,2,"2,718,800","3,630","13,043",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140604,모험,hellfire,adv,6,4,dark,505,2,1,2,"3,462,423","6,822","10,714",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140605,모험,hellfire,adv,6,5,fire,509,2,1,2,"2,762,000","3,688","14,722",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140606,모험,hellfire,adv,6,6,dark,513,2,1,2,"2,568,115","5,694","11,872",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140607,모험,hellfire,adv,6,7,dark,517,2,1,2,"3,992,615","4,991","17,443",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1140701,모험,hellfire,adv,7,1,earth,521,2,1,2,"2,023,723","3,774","17,075",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1140702,모험,hellfire,adv,7,2,earth,525,2,1,2,"2,536,846","7,597","10,125",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1140703,모험,hellfire,adv,7,3,earth,530,2,1,2,"2,875,400","3,839","12,774",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1140704,모험,hellfire,adv,7,4,earth,534,2,1,2,"2,683,000","3,868","20,073",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1140705,모험,hellfire,adv,7,5,earth,538,2,1,2,"2,918,600","3,897","15,558",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1140706,모험,hellfire,adv,7,6,earth,542,2,1,2,"3,025,827","3,143","13,063",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1140707,모험,hellfire,adv,7,7,fire,546,2,1,2,"4,215,692","7,899","13,159",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1140801,모험,hellfire,adv,8,1,earth,550,2,1,2,"2,983,400","3,984","11,666",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1140802,모험,hellfire,adv,8,2,earth,555,2,1,2,"2,937,692","3,218","16,048",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1140803,모험,hellfire,adv,8,3,fire,559,2,1,2,"3,032,000","4,048","16,164",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1140804,모험,hellfire,adv,8,4,earth,563,2,1,2,"3,912,615","4,077","17,364",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1140805,모험,hellfire,adv,8,5,earth,567,2,1,2,"2,246,138","6,837","13,118",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1140806,모험,hellfire,adv,8,6,earth,572,2,1,2,"2,928,096","6,897","11,029",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1140807,모험,hellfire,adv,8,7,fire,576,2,1,2,"4,501,942","4,171","19,428",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1140901,모험,hellfire,adv,9,1,water,580,2,1,2,"3,359,923","4,200","12,859",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1140902,모험,hellfire,adv,9,2,water,584,2,1,2,"3,191,750","3,385","15,198",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1140903,모험,hellfire,adv,9,3,water,589,2,1,2,"3,194,000","4,265","11,356",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1140904,모험,hellfire,adv,9,4,water,593,2,1,2,"4,120,308","5,722","14,289",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1140905,모험,hellfire,adv,9,5,water,597,2,1,2,"3,237,200","4,323","17,260",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1140906,모험,hellfire,adv,9,6,water,602,2,1,2,"3,289,712","3,489","15,665",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1140907,모험,hellfire,adv,9,7,water,606,2,1,2,"4,618,865","7,306","20,438",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1141001,모험,hellfire,adv,10,1,earth,610,2,1,2,"2,977,460","8,823","14,698",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1141002,모험,hellfire,adv,10,2,earth,615,2,1,2,"3,147,231","5,045","16,595",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1141003,모험,hellfire,adv,10,3,earth,619,2,1,2,"3,356,000","4,481","14,318",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1141004,모험,hellfire,adv,10,4,earth,623,2,1,2,"4,328,000","3,010","21,010",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1141005,모험,hellfire,adv,10,5,fire,628,2,1,2,"3,404,600","4,546","18,154",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1141006,모험,hellfire,adv,10,6,fire,632,2,1,2,"3,343,423","3,662","18,270",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1141007,모험,hellfire,adv,10,7,earth,637,2,1,2,"4,915,692","6,145","21,481",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1141101,모험,hellfire,adv,11,1,light,641,2,1,2,"3,474,800","4,640","18,529",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1141102,모험,hellfire,adv,11,2,fire,646,2,1,2,"3,118,577","4,676","21,784",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1141103,모험,hellfire,adv,11,3,water,650,2,1,2,"3,523,400","4,705","16,911",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1141104,모험,hellfire,adv,11,4,light,655,2,1,2,"4,612,615","6,318","12,625",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1141105,모험,hellfire,adv,11,5,light,659,2,1,2,"3,572,000","4,770","19,048",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1141106,모험,hellfire,adv,11,6,light,664,2,1,2,"3,205,115","6,404","19,193",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1141107,모험,hellfire,adv,11,7,light,668,2,1,2,"5,154,154","10,624","14,162",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1141201,모험,hellfire,adv,12,1,dark,673,2,1,2,"3,647,600","6,491","19,452",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1141202,모험,hellfire,adv,12,2,earth,677,2,1,2,"3,072,038","9,789","16,308",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1141203,모험,hellfire,adv,12,3,water,682,2,1,2,"3,696,200","4,935","17,742",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1141204,모험,hellfire,adv,12,4,dark,686,2,1,2,"4,698,096","9,258","14,543",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1141205,모험,hellfire,adv,12,5,fire,691,2,1,2,"3,744,800","5,000","19,972",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1141206,모험,hellfire,adv,12,6,light,696,2,1,2,"3,761,077","8,387","10,063",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1141207,모험,hellfire,adv,12,7,dark,700,2,1,2,"5,319,423","11,132","25,623",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1150101,모험,abyss_0,adv,1,1,earth,800,2,1,2,"3,858,962","5,786","19,265",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1150102,모험,abyss_0,adv,1,2,earth,830,2,1,2,"4,386,731","6,802","19,986",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1150103,모험,abyss_0,adv,1,3,earth,860,2,1,2,"4,657,400","6,219","24,847",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1150104,모험,abyss_0,adv,1,4,earth,890,2,1,2,"6,176,462","4,294","29,996",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1150105,모험,abyss_0,adv,1,5,earth,860,2,1,2,"4,657,400","6,219","19,879",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1150106,모험,abyss_0,adv,1,6,earth,890,2,1,2,"4,702,885","5,150","25,712",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1150107,모험,abyss_0,adv,1,7,earth,920,2,1,2,"7,092,615","8,866","31,005",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1150201,모험,abyss_0,adv,2,1,water,890,2,1,2,"5,148,385","6,435","19,715",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1150202,모험,abyss_0,adv,2,2,water,920,2,1,2,"5,126,635","5,323","22,149",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1150203,모험,abyss_0,adv,2,3,water,950,2,1,2,"5,143,400","6,868","27,443",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1150204,모험,abyss_0,adv,2,4,water,920,2,1,2,"6,384,154","8,866","22,149",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1150205,모험,abyss_0,adv,2,5,water,950,2,1,2,"5,143,400","6,868","18,298",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1150206,모험,abyss_0,adv,2,6,water,980,2,1,2,"5,969,462","5,670","18,875",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1150207,모험,abyss_0,adv,2,7,water,1010,2,1,2,"7,687,712","12,161","34,034",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1150301,모험,abyss_0,adv,3,1,earth,980,2,1,2,"5,305,400","7,085","20,762",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1150302,모험,abyss_0,adv,3,2,earth,1010,2,1,2,"5,335,192","5,843","29,173",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1150303,모험,abyss_0,adv,3,3,earth,1040,2,1,2,"4,109,940","12,522","24,033",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1150304,모험,abyss_0,adv,3,4,earth,1010,2,1,2,"7,007,231","7,301","31,118",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1150305,모험,abyss_0,adv,3,5,fire,1040,2,1,2,"6,013,769","5,015","25,034",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1150306,모험,abyss_0,adv,3,6,fire,1070,2,1,2,"5,465,981","15,457","15,457",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1150307,모험,abyss_0,adv,3,7,fire,1100,2,1,2,"8,583,096","7,950","37,063",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1150401,모험,abyss_0,adv,4,1,earth,1070,2,1,2,"4,143,708","7,734","35,023",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1150402,모험,abyss_0,adv,4,2,fire,1100,2,1,2,"5,809,423","6,362","31,770",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
1150403,모험,abyss_0,adv,4,3,fire,1130,2,1,2,"6,315,500","8,166","27,198",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;25",,,,
