order,did,구분 설명아이디,구분명,드래곤 구분,성급,직군,속성,속성,덱 컨셉,,스킬 구분,스킬 이름,설명,소모마나,진화시 획득,우선순위,비고,,,,,,,,,,,,,,,,
655,120415,1204154,어둠 옵타티오,옵타티오,3,공격,어둠,,해제,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
656,120561,1205611,땅 윗치드래곤,윗치드래곤,3,지원,땅,윗치드래곤 땅,버프,,1.드래그 스킬,#N/A,#N/A,2,,3순위,8/17 수정,,,,,,,,,,,,,,,,
657,120561,1205612,땅 윗치드래곤,윗치드래곤,3,지원,땅,윗치드래곤 땅,버프,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
658,120561,1205613,땅 윗치드래곤,윗치드래곤,3,지원,땅,윗치드래곤 땅,버프,,3.패시브 2,#N/A,#N/A,,해츨링,1순위,,,,,,,,,,,,,,,,,
659,120561,1205614,땅 윗치드래곤,윗치드래곤,3,지원,땅,윗치드래곤 땅,버프,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
660,120562,1205621,물 윗치드래곤,윗치드래곤,3,지원,물,윗치드래곤 물,버프,,1.드래그 스킬,#N/A,#N/A,2,,3순위,8/17 수정,,,,,,,,,,,,,,,,
661,120562,1205622,물 윗치드래곤,윗치드래곤,3,지원,물,윗치드래곤 물,버프,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
662,120562,1205623,물 윗치드래곤,윗치드래곤,3,지원,물,윗치드래곤 물,버프,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
663,120562,1205624,물 윗치드래곤,윗치드래곤,3,지원,물,윗치드래곤 물,버프,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
664,120563,1205631,불 윗치드래곤,윗치드래곤,3,지원,불,윗치드래곤 불,도트덱_4,,1.드래그 스킬,#N/A,#N/A,2,,1순위,,,,,,,,,,,,,,,,,
665,120563,1205632,불 윗치드래곤,윗치드래곤,3,지원,불,윗치드래곤 불,도트덱_4,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
666,120563,1205633,불 윗치드래곤,윗치드래곤,3,지원,불,윗치드래곤 불,도트덱_4,,3.패시브 2,#N/A,#N/A,,해츨링,1순위,,,,,,,,,,,,,,,,,
667,120563,1205635,불 윗치드래곤,윗치드래곤,3,지원,불,윗치드래곤 불,도트덱_4,,5.드래그 강화,#N/A,#N/A,2,성룡,1순위,,,,,,,,,,,,,,,,,
668,120564,1205641,빛 윗치드래곤,윗치드래곤,3,지원,빛,윗치드래곤 빛,버프,,1.드래그 스킬,#N/A,#N/A,2,,3순위,8/17 수정,,,,,,,,,,,,,,,,
669,120564,1205642,빛 윗치드래곤,윗치드래곤,3,지원,빛,윗치드래곤 빛,버프,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
670,120564,1205643,빛 윗치드래곤,윗치드래곤,3,지원,빛,윗치드래곤 빛,버프,,3.패시브 2,#N/A,#N/A,,해츨링,1순위,,,,,,,,,,,,,,,,,
671,120564,1205644,빛 윗치드래곤,윗치드래곤,3,지원,빛,윗치드래곤 빛,버프,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
672,120565,1205651,어둠 윗치드래곤,윗치드래곤,3,지원,어둠,윗치드래곤 어둠,특수,,1.드래그 스킬,#N/A,#N/A,2,,3순위,8/17 수정,,,,,,,,,,,,,,,,
673,120565,1205652,어둠 윗치드래곤,윗치드래곤,3,지원,어둠,윗치드래곤 어둠,특수,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
674,120565,1205653,어둠 윗치드래곤,윗치드래곤,3,지원,어둠,윗치드래곤 어둠,특수,,3.패시브 2,#N/A,#N/A,,해츨링,1순위,,,,,,,,,,,,,,,,,
675,120565,1205654,어둠 윗치드래곤,윗치드래곤,3,지원,어둠,윗치드래곤 어둠,특수,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
676,120231,1202311,땅 자룡,자룡,3,방어,땅,,방어력덱_3,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
677,120231,1202312,땅 자룡,자룡,3,방어,땅,,방어력덱_3,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
678,120231,1202313,땅 자룡,자룡,3,방어,땅,,방어력덱_3,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
679,120231,1202314,땅 자룡,자룡,3,방어,땅,,방어력덱_3,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
680,120232,1202321,물 자룡,자룡,3,방어,물,,상태이상,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
681,120232,1202322,물 자룡,자룡,3,방어,물,,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
682,120232,1202323,물 자룡,자룡,3,방어,물,,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
683,120232,1202324,물 자룡,자룡,3,방어,물,,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
684,120233,1202331,불 자룡,자룡,3,방어,불,,상태이상,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
685,120233,1202332,불 자룡,자룡,3,방어,불,,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
686,120233,1202333,불 자룡,자룡,3,방어,불,,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
687,120233,1202334,불 자룡,자룡,3,방어,불,,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
688,120234,1202341,빛 자룡,자룡,3,방어,빛,,특수,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
689,120234,1202342,빛 자룡,자룡,3,방어,빛,,특수,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
690,120234,1202343,빛 자룡,자룡,3,방어,빛,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
691,120234,1202344,빛 자룡,자룡,3,방어,빛,,특수,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
692,120235,1202351,어둠 자룡,자룡,3,방어,어둠,,특수,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
693,120235,1202352,어둠 자룡,자룡,3,방어,어둠,,특수,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
694,120235,1202353,어둠 자룡,자룡,3,방어,어둠,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
695,120235,1202354,어둠 자룡,자룡,3,방어,어둠,,특수,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
696,120351,1203511,땅 캣츠곤,캣츠곤,3,공격,땅,,방어력덱_3,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
697,120351,1203512,땅 캣츠곤,캣츠곤,3,공격,땅,,방어력덱_3,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
698,120351,1203513,땅 캣츠곤,캣츠곤,3,공격,땅,,방어력덱_3,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
699,120351,1203515,땅 캣츠곤,캣츠곤,3,공격,땅,,방어력덱_3,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
700,120351,1203516,땅 캣츠곤,캣츠곤,3,공격,땅,,방어력덱_3,,6.리더 스킬,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
701,120352,1203521,물 캣츠곤,캣츠곤,3,공격,물,,버프,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
702,120352,1203522,물 캣츠곤,캣츠곤,3,공격,물,,버프,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
703,120352,1203523,물 캣츠곤,캣츠곤,3,공격,물,,버프,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
704,120352,1203524,물 캣츠곤,캣츠곤,3,공격,물,,버프,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
705,120353,1203531,불 캣츠곤,캣츠곤,3,공격,불,,버프,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
706,120353,1203532,불 캣츠곤,캣츠곤,3,공격,불,,버프,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
707,120353,1203533,불 캣츠곤,캣츠곤,3,공격,불,,버프,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
708,120353,1203534,불 캣츠곤,캣츠곤,3,공격,불,,버프,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
709,120354,1203541,빛 캣츠곤,캣츠곤,3,공격,빛,,버프,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
710,120354,1203542,빛 캣츠곤,캣츠곤,3,공격,빛,,버프,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
711,120354,1203543,빛 캣츠곤,캣츠곤,3,공격,빛,,버프,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
712,120354,1203544,빛 캣츠곤,캣츠곤,3,공격,빛,,버프,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
713,120355,1203551,어둠 캣츠곤,캣츠곤,3,공격,어둠,,버프,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
714,120355,1203552,어둠 캣츠곤,캣츠곤,3,공격,어둠,,버프,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
715,120355,1203553,어둠 캣츠곤,캣츠곤,3,공격,어둠,,버프,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
716,120355,1203554,어둠 캣츠곤,캣츠곤,3,공격,어둠,,버프,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
717,120541,1205411,땅 캥거레빗드래곤,캥거레빗드래곤,3,공격,땅,,버프,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
718,120541,1205412,땅 캥거레빗드래곤,캥거레빗드래곤,3,공격,땅,,버프,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
719,120541,1205414,땅 캥거레빗드래곤,캥거레빗드래곤,3,공격,땅,,버프,,4.스탯 강화,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
720,120541,1205415,땅 캥거레빗드래곤,캥거레빗드래곤,3,공격,땅,,버프,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
721,120542,1205421,물 캥거레빗드래곤,캥거레빗드래곤,3,공격,물,,버프,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
722,120542,1205422,물 캥거레빗드래곤,캥거레빗드래곤,3,공격,물,,버프,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
723,120542,1205424,물 캥거레빗드래곤,캥거레빗드래곤,3,공격,물,,버프,,4.스탯 강화,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
724,120542,1205425,물 캥거레빗드래곤,캥거레빗드래곤,3,공격,물,,버프,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
725,120543,1205431,불 캥거레빗드래곤,캥거레빗드래곤,3,공격,불,,공격력덱3,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
726,120543,1205432,불 캥거레빗드래곤,캥거레빗드래곤,3,공격,불,,공격력덱3,,2.패시브 1,#N/A,#N/A,,,1순위,,,,,,,,,,,,,,,,,
727,120543,1205434,불 캥거레빗드래곤,캥거레빗드래곤,3,공격,불,,공격력덱3,,4.스탯 강화,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
728,120543,1205435,불 캥거레빗드래곤,캥거레빗드래곤,3,공격,불,,공격력덱3,,5.드래그 강화,#N/A,#N/A,2,성룡,1순위,,,,,,,,,,,,,,,,,
729,120544,1205441,빛 캥거레빗드래곤,캥거레빗드래곤,3,공격,빛,,버프,,1.드래그 스킬,#N/A,#N/A,2,,2순위,,,,,,,,,,,,,,,,,
730,120544,1205442,빛 캥거레빗드래곤,캥거레빗드래곤,3,공격,빛,,버프,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
731,120544,1205444,빛 캥거레빗드래곤,캥거레빗드래곤,3,공격,빛,,버프,,4.스탯 강화,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
732,120544,1205445,빛 캥거레빗드래곤,캥거레빗드래곤,3,공격,빛,,버프,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
733,120545,1205451,어둠 캥거레빗드래곤,캥거레빗드래곤,3,공격,어둠,,버프,,1.드래그 스킬,#N/A,#N/A,2,,2순위,,,,,,,,,,,,,,,,,
734,120545,1205452,어둠 캥거레빗드래곤,캥거레빗드래곤,3,공격,어둠,,버프,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
735,120545,1205454,어둠 캥거레빗드래곤,캥거레빗드래곤,3,공격,어둠,,버프,,4.스탯 강화,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
736,120545,1205455,어둠 캥거레빗드래곤,캥거레빗드래곤,3,공격,어둠,,버프,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
737,120321,1203211,땅 크레센트,크레센트,3,회복,땅,,CC,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
738,120321,1203212,땅 크레센트,크레센트,3,회복,땅,,CC,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
739,120321,1203213,땅 크레센트,크레센트,3,회복,땅,,CC,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
740,120321,1203214,땅 크레센트,크레센트,3,회복,땅,,CC,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
741,120322,1203221,물 크레센트,크레센트,3,회복,물,,CC,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
742,120322,1203222,물 크레센트,크레센트,3,회복,물,,CC,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
743,120322,1203223,물 크레센트,크레센트,3,회복,물,,CC,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
744,120322,1203224,물 크레센트,크레센트,3,회복,물,,CC,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
745,120323,1203231,불 크레센트,크레센트,3,회복,불,,CC,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
746,120323,1203232,불 크레센트,크레센트,3,회복,불,,CC,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
747,120323,1203233,불 크레센트,크레센트,3,회복,불,,CC,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
748,120323,1203234,불 크레센트,크레센트,3,회복,불,,CC,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
749,120324,1203241,빛 크레센트,크레센트,3,회복,빛,,CC,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
750,120324,1203242,빛 크레센트,크레센트,3,회복,빛,,CC,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
751,120324,1203243,빛 크레센트,크레센트,3,회복,빛,,CC,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
752,120324,1203244,빛 크레센트,크레센트,3,회복,빛,,CC,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
753,120325,1203251,어둠 크레센트,크레센트,3,회복,어둠,,CC,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
754,120325,1203252,어둠 크레센트,크레센트,3,회복,어둠,,CC,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
755,120325,1203253,어둠 크레센트,크레센트,3,회복,어둠,,CC,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
756,120325,1203254,어둠 크레센트,크레센트,3,회복,어둠,,CC,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
757,120091,1200911,땅 테일드래곤,테일드래곤,3,지원,땅,테일드래곤 땅,상태이상,,1.드래그 스킬,#N/A,#N/A,2,,3순위,8/17 수정,,,,,,,,,,,,,,,,
758,120091,1200912,땅 테일드래곤,테일드래곤,3,지원,땅,테일드래곤 땅,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
759,120091,1200913,땅 테일드래곤,테일드래곤,3,지원,땅,테일드래곤 땅,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
760,120091,1200914,땅 테일드래곤,테일드래곤,3,지원,땅,테일드래곤 땅,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
761,120092,1200921,물 테일드래곤,테일드래곤,3,지원,물,테일드래곤 물,상태이상,,1.드래그 스킬,#N/A,#N/A,2,,3순위,8/17 수정,,,,,,,,,,,,,,,,
762,120092,1200922,물 테일드래곤,테일드래곤,3,지원,물,테일드래곤 물,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
763,120092,1200923,물 테일드래곤,테일드래곤,3,지원,물,테일드래곤 물,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
764,120092,1200924,물 테일드래곤,테일드래곤,3,지원,물,테일드래곤 물,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
765,120093,1200931,불 테일드래곤,테일드래곤,3,지원,불,테일드래곤 불,상태이상,,1.드래그 스킬,#N/A,#N/A,2,,3순위,8/17 수정,,,,,,,,,,,,,,,,
766,120093,1200932,불 테일드래곤,테일드래곤,3,지원,불,테일드래곤 불,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
767,120093,1200933,불 테일드래곤,테일드래곤,3,지원,불,테일드래곤 불,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
768,120093,1200934,불 테일드래곤,테일드래곤,3,지원,불,테일드래곤 불,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
769,120094,1200941,빛 테일드래곤,테일드래곤,3,지원,빛,테일드래곤 빛,상태이상,,1.드래그 스킬,#N/A,#N/A,2,,3순위,8/17 수정,,,,,,,,,,,,,,,,
770,120094,1200942,빛 테일드래곤,테일드래곤,3,지원,빛,테일드래곤 빛,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
771,120094,1200943,빛 테일드래곤,테일드래곤,3,지원,빛,테일드래곤 빛,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
772,120094,1200944,빛 테일드래곤,테일드래곤,3,지원,빛,테일드래곤 빛,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
773,120095,1200951,어둠 테일드래곤,테일드래곤,3,지원,어둠,테일드래곤 어둠,상태이상,,1.드래그 스킬,#N/A,#N/A,2,,3순위,8/17 수정,,,,,,,,,,,,,,,,
774,120095,1200952,어둠 테일드래곤,테일드래곤,3,지원,어둠,테일드래곤 어둠,상태이상,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
775,120095,1200953,어둠 테일드래곤,테일드래곤,3,지원,어둠,테일드래곤 어둠,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
776,120095,1200954,어둠 테일드래곤,테일드래곤,3,지원,어둠,테일드래곤 어둠,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
777,120161,1201611,땅 핑크벨,핑크벨,3,회복,땅,,방어력덱_3,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
778,120161,1201612,땅 핑크벨,핑크벨,3,회복,땅,,방어력덱_3,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
779,120161,1201613,땅 핑크벨,핑크벨,3,회복,땅,,방어력덱_3,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
780,120161,1201615,땅 핑크벨,핑크벨,3,회복,땅,,방어력덱_3,,5.드래그 강화,#N/A,#N/A,1,성룡,3순위,,,,,,,,,,,,,,,,,
781,120162,1201621,물 핑크벨,핑크벨,3,회복,물,,상태이상,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
782,120162,1201622,물 핑크벨,핑크벨,3,회복,물,,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
783,120162,1201623,물 핑크벨,핑크벨,3,회복,물,,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
784,120162,1201624,물 핑크벨,핑크벨,3,회복,물,,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
785,120163,1201631,불 핑크벨,핑크벨,3,회복,불,,상태이상,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
786,120163,1201632,불 핑크벨,핑크벨,3,회복,불,,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
787,120163,1201633,불 핑크벨,핑크벨,3,회복,불,,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
788,120163,1201634,불 핑크벨,핑크벨,3,회복,불,,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
789,120164,1201641,빛 핑크벨,핑크벨,3,회복,빛,,상태이상,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
790,120164,1201642,빛 핑크벨,핑크벨,3,회복,빛,,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
791,120164,1201643,빛 핑크벨,핑크벨,3,회복,빛,,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
792,120164,1201644,빛 핑크벨,핑크벨,3,회복,빛,,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
793,120165,1201651,어둠 핑크벨,핑크벨,3,회복,어둠,,상태이상,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
794,120165,1201652,어둠 핑크벨,핑크벨,3,회복,어둠,,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
795,120165,1201653,어둠 핑크벨,핑크벨,3,회복,어둠,,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
796,120165,1201654,어둠 핑크벨,핑크벨,3,회복,어둠,,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
797,120521,1205211,땅 헝그리드래곤,헝그리드래곤,3,방어,땅,,특수,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
798,120521,1205212,땅 헝그리드래곤,헝그리드래곤,3,방어,땅,,특수,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
799,120521,1205213,땅 헝그리드래곤,헝그리드래곤,3,방어,땅,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
800,120521,1205214,땅 헝그리드래곤,헝그리드래곤,3,방어,땅,,특수,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
801,120522,1205221,물 헝그리드래곤,헝그리드래곤,3,방어,물,,특수,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
802,120522,1205222,물 헝그리드래곤,헝그리드래곤,3,방어,물,,특수,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
803,120522,1205223,물 헝그리드래곤,헝그리드래곤,3,방어,물,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
804,120522,1205224,물 헝그리드래곤,헝그리드래곤,3,방어,물,,특수,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
805,120523,1205231,불 헝그리드래곤,헝그리드래곤,3,방어,불,,특수,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
806,120523,1205232,불 헝그리드래곤,헝그리드래곤,3,방어,불,,특수,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
807,120523,1205233,불 헝그리드래곤,헝그리드래곤,3,방어,불,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
808,120523,1205234,불 헝그리드래곤,헝그리드래곤,3,방어,불,,특수,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
809,120524,1205241,빛 헝그리드래곤,헝그리드래곤,3,방어,빛,,특수,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
810,120524,1205242,빛 헝그리드래곤,헝그리드래곤,3,방어,빛,,특수,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
811,120524,1205243,빛 헝그리드래곤,헝그리드래곤,3,방어,빛,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
812,120524,1205244,빛 헝그리드래곤,헝그리드래곤,3,방어,빛,,특수,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
813,120525,1205251,어둠 헝그리드래곤,헝그리드래곤,3,방어,어둠,,특수,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
814,120525,1205252,어둠 헝그리드래곤,헝그리드래곤,3,방어,어둠,,특수,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
