stage,t_name,season_id,r_difficult,single_reward,mode,r_chapter_info,r_stage_info,attr,cost_type,cost_value,time_limit,wave,tamer_exp,dragon_exp,r_dragon_exp,r_cost_per_exp,gold_min,gold_max,r_gold_aver,mission_01,mission_02,mission_03,item_1_id,item_1_min,item_1_max,item_1_rate,item_2_id,item_2_min,item_2_max,item_2_rate,item_3_id,item_3_min,item_3_max,item_3_rate,item_4_id,item_4_min,item_4_max,item_4_rate,item_5_id,item_5_min,item_5_max,item_5_rate,item_6_id,item_6_min,item_6_max,item_6_rate
1120404,모험,,hard,0,adv,4,4,fire,st,11,120,3,1167,0,0,400,1471,2207,167,"clear_cnt,1","death_cnt,0","lap_time,120",700017,4400,4400,1,710643,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120405,모험,,hard,0,adv,4,5,fire,st,12,120,3,1178,0,0,400,1608,2412,168,"clear_cnt,1","death_cnt,0","lap_time,120",700017,4800,4800,1,710653,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120406,모험,,hard,0,adv,4,6,fire,st,12,120,3,1189,0,0,400,1611,2416,168,"clear_cnt,1","death_cnt,0","lap_time,120",700017,4800,4800,1,710663,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120407,모험,,hard,0,adv,4,7,fire,st,12,120,3,1200,0,0,400,1614,2421,168,"clear_cnt,1","death_cnt,0","lap_time,120",700017,4800,4800,1,720613,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,,,,,,,,
1120501,모험,,hard,0,adv,5,1,light,st,12,120,3,1211,0,0,400,1617,2425,168,"clear_cnt,1","death_cnt,0","lap_time,120",700017,4800,4800,1,710413,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120502,모험,,hard,0,adv,5,2,light,st,12,120,3,1222,0,0,400,1620,2429,169,"clear_cnt,1","death_cnt,0","lap_time,120",700017,4800,4800,1,710423,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120503,모험,,hard,0,adv,5,3,light,st,12,120,3,1233,0,0,400,1622,2434,169,"clear_cnt,1","death_cnt,0","lap_time,120",700017,4800,4800,1,710433,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120504,모험,,hard,0,adv,5,4,light,st,12,120,3,1244,0,0,400,1625,2438,169,"clear_cnt,1","death_cnt,0","lap_time,120",700017,4800,4800,1,710443,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120505,모험,,hard,0,adv,5,5,light,st,13,120,3,1255,0,0,400,1764,2646,170,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5200,5200,1,710453,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120506,모험,,hard,0,adv,5,6,light,st,13,120,3,1266,0,0,400,1767,2650,170,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5200,5200,1,710463,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120507,모험,,hard,0,adv,5,7,light,st,13,120,3,1277,0,0,400,1770,2655,170,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5200,5200,1,720413,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,,,,,,,,
1120601,모험,,hard,0,adv,6,1,dark,st,12,120,3,1288,0,0,400,1637,2455,171,"clear_cnt,1","death_cnt,0","lap_time,120",700017,4800,4800,1,710813,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120602,모험,,hard,0,adv,6,2,dark,st,12,120,3,1299,0,0,400,1640,2460,171,"clear_cnt,1","death_cnt,0","lap_time,120",700017,4800,4800,1,710823,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120603,모험,,hard,0,adv,6,3,dark,st,12,120,3,1310,0,0,400,1643,2464,171,"clear_cnt,1","death_cnt,0","lap_time,120",700017,4800,4800,1,710833,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120604,모험,,hard,0,adv,6,4,dark,st,12,120,3,1321,0,0,400,1645,2468,171,"clear_cnt,1","death_cnt,0","lap_time,120",700017,4800,4800,1,710843,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120605,모험,,hard,0,adv,6,5,dark,st,13,120,3,1332,0,0,400,1786,2679,172,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5200,5200,1,710853,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120606,모험,,hard,0,adv,6,6,dark,st,13,120,3,1343,0,0,400,1789,2683,172,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5200,5200,1,710863,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120607,모험,,hard,0,adv,6,7,dark,st,13,120,3,1354,0,0,400,1792,2688,172,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5200,5200,1,720813,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,,,,,,,,
1120701,모험,,hard,0,adv,7,1,earth,st,13,120,3,1365,0,0,400,1795,2693,173,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5200,5200,1,710114,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120702,모험,,hard,0,adv,7,2,earth,st,13,120,3,1376,0,0,400,1798,2697,173,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5200,5200,1,710124,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120703,모험,,hard,0,adv,7,3,earth,st,13,120,3,1387,0,0,400,1801,2702,173,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5200,5200,1,710134,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120704,모험,,hard,0,adv,7,4,earth,st,13,120,3,1398,0,0,400,1804,2707,174,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5200,5200,1,710144,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120705,모험,,hard,0,adv,7,5,earth,st,14,120,3,1409,0,0,400,1947,2920,174,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5600,5600,1,710154,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120706,모험,,hard,0,adv,7,6,earth,st,14,120,3,1420,0,0,400,1950,2925,174,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5600,5600,1,710164,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120707,모험,,hard,0,adv,7,7,earth,st,14,120,3,1431,0,0,400,1953,2930,174,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5600,5600,1,720114,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,,,,,,,,
1120801,모험,,hard,0,adv,8,1,fire,st,13,120,3,1442,0,0,400,1817,2725,175,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5200,5200,1,710214,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120802,모험,,hard,0,adv,8,2,fire,st,13,120,3,1453,0,0,400,1820,2730,175,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5200,5200,1,710224,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120803,모험,,hard,0,adv,8,3,fire,st,13,120,3,1464,0,0,400,1823,2735,175,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5200,5200,1,710234,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120804,모험,,hard,0,adv,8,4,fire,st,13,120,3,1475,0,0,400,1826,2739,176,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5200,5200,1,710244,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120805,모험,,hard,0,adv,8,5,fire,st,14,120,3,1486,0,0,400,1970,2955,176,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5600,5600,1,710254,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120806,모험,,hard,0,adv,8,6,fire,st,14,120,3,1497,0,0,400,1973,2960,176,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5600,5600,1,710264,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120807,모험,,hard,0,adv,8,7,fire,st,14,120,3,1508,0,0,400,1977,2965,177,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5600,5600,1,720214,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,,,,,,,,
1120901,모험,,hard,0,adv,9,1,water,st,14,120,3,1519,0,0,400,1980,2970,177,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5600,5600,1,710714,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120902,모험,,hard,0,adv,9,2,water,st,14,120,3,1530,0,0,400,1984,2975,177,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5600,5600,1,710724,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120903,모험,,hard,0,adv,9,3,water,st,14,120,3,1541,0,0,400,1987,2980,177,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5600,5600,1,710734,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120904,모험,,hard,0,adv,9,4,water,st,14,120,3,1552,0,0,400,1990,2985,178,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5600,5600,1,710744,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120905,모험,,hard,0,adv,9,5,water,st,15,120,3,1563,0,0,400,2136,3204,178,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6000,6000,1,710754,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120906,모험,,hard,0,adv,9,6,water,st,15,120,3,1574,0,0,400,2140,3209,178,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6000,6000,1,710764,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1120907,모험,,hard,0,adv,9,7,water,st,15,120,3,1585,0,0,400,2143,3215,179,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6000,6000,1,720714,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,,,,,,,,
1121001,모험,,hard,0,adv,10,1,earth,st,14,120,3,1596,0,0,400,2004,3006,179,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5600,5600,1,710614,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1121002,모험,,hard,0,adv,10,2,earth,st,14,120,3,1607,0,0,400,2007,3011,179,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5600,5600,1,710624,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1121003,모험,,hard,0,adv,10,3,earth,st,14,120,3,1618,0,0,400,2010,3016,180,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5600,5600,1,710634,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1121004,모험,,hard,0,adv,10,4,earth,st,14,120,3,1629,0,0,400,2014,3021,180,"clear_cnt,1","death_cnt,0","lap_time,120",700017,5600,5600,1,710644,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1121005,모험,,hard,0,adv,10,5,earth,st,15,120,3,1640,0,0,400,2161,3242,180,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6000,6000,1,710654,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1121006,모험,,hard,0,adv,10,6,earth,st,15,120,3,1651,0,0,400,2165,3247,180,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6000,6000,1,710664,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1121007,모험,,hard,0,adv,10,7,earth,st,15,120,3,1662,0,0,400,2168,3253,181,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6000,6000,1,720614,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,,,,,,,,
1121101,모험,,hard,0,adv,11,1,light,st,15,120,3,1673,0,0,400,2172,3258,181,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6000,6000,1,710414,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1121102,모험,,hard,0,adv,11,2,light,st,15,120,3,1684,0,0,400,2176,3263,181,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6000,6000,1,710424,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1121103,모험,,hard,0,adv,11,3,light,st,15,120,3,1695,0,0,400,2179,3269,182,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6000,6000,1,710434,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1121104,모험,,hard,0,adv,11,4,light,st,15,120,3,1706,0,0,400,2183,3274,182,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6000,6000,1,710444,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1121105,모험,,hard,0,adv,11,5,light,st,16,120,3,1717,0,0,400,2332,3498,182,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6400,6400,1,710454,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1121106,모험,,hard,0,adv,11,6,light,st,16,120,3,1728,0,0,400,2336,3504,183,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6400,6400,1,710464,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1121107,모험,,hard,0,adv,11,7,light,st,16,120,3,1739,0,0,400,2340,3510,183,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6400,6400,1,720414,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,,,,,,,,
1121201,모험,,hard,0,adv,12,1,dark,st,15,120,3,1750,0,0,400,2197,3296,183,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6000,6000,1,710814,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1121202,모험,,hard,0,adv,12,2,dark,st,15,120,3,1761,0,0,400,2201,3301,183,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6000,6000,1,710824,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1121203,모험,,hard,0,adv,12,3,dark,st,15,120,3,1772,0,0,400,2204,3307,184,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6000,6000,1,710834,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1121204,모험,,hard,0,adv,12,4,dark,st,15,120,3,1783,0,0,400,2208,3312,184,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6000,6000,1,710844,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1121205,모험,,hard,0,adv,12,5,dark,st,16,120,3,1794,0,0,400,2359,3539,184,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6400,6400,1,710854,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1121206,모험,,hard,0,adv,12,6,dark,st,16,120,3,1805,0,0,400,2363,3544,185,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6400,6400,1,710864,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,,,,,,,,
1121207,모험,,hard,0,adv,12,7,dark,st,16,120,3,1816,0,0,400,2367,3550,185,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6400,6400,1,720814,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,,,,,,,,
1130101,모험,,hell,0,adv,1,1,earth,st,16,120,3,1830,0,0,400,2432,3648,190,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6400,6400,1,710115,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705011,1,2,0.4,,,,
1130102,모험,,hell,0,adv,1,2,earth,st,16,120,3,1840,0,0,400,2436,3654,190,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6400,6400,1,710125,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705012,1,2,0.4,,,,
1130103,모험,,hell,0,adv,1,3,earth,st,16,120,3,1850,0,0,400,2440,3660,191,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6400,6400,1,710135,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705013,1,2,0.4,,,,
1130104,모험,,hell,0,adv,1,4,earth,st,16,120,3,1860,0,0,400,2444,3665,191,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6400,6400,1,710145,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705051,1,2,0.4,,,,
1130105,모험,,hell,0,adv,1,5,earth,st,17,120,3,1870,0,0,400,2600,3900,191,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6800,6800,1,710155,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705014,1,2,0.4,,,,
1130106,모험,,hell,0,adv,1,6,earth,st,17,120,3,1880,0,0,400,2604,3907,192,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6800,6800,1,710165,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705015,1,2,0.4,,,,
1130107,모험,,hell,0,adv,1,7,earth,st,17,120,3,1890,0,0,400,2608,3913,192,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6800,6800,1,720115,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,705052,1,2,0.4,,,,
1130201,모험,,hell,0,adv,2,1,water,st,16,120,3,1900,0,0,400,2459,3688,192,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6400,6400,1,710215,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705011,1,2,0.6,,,,
1130202,모험,,hell,0,adv,2,2,water,st,16,120,3,1910,0,0,400,2463,3694,192,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6400,6400,1,710225,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705012,1,2,0.6,,,,
1130203,모험,,hell,0,adv,2,3,water,st,16,120,3,1920,0,0,400,2467,3700,193,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6400,6400,1,710235,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705013,1,2,0.6,,,,
1130204,모험,,hell,0,adv,2,4,water,st,16,120,3,1930,0,0,400,2470,3706,193,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6400,6400,1,710245,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705051,1,2,0.6,,,,
1130205,모험,,hell,0,adv,2,5,water,st,17,120,3,1940,0,0,400,2629,3943,193,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6800,6800,1,710255,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705014,1,2,0.6,,,,
1130206,모험,,hell,0,adv,2,6,water,st,17,120,3,1950,0,0,400,2633,3949,194,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6800,6800,1,710265,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705015,1,2,0.6,,,,
1130207,모험,,hell,0,adv,2,7,water,st,17,120,3,1960,0,0,400,2637,3956,194,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6800,6800,1,720215,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,705052,1,2,0.6,,,,
1130301,모험,,hell,0,adv,3,1,earth,st,17,120,3,1970,0,0,400,2641,3962,194,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6800,6800,1,710715,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705011,1,2,0.8,,,,
1130302,모험,,hell,0,adv,3,2,earth,st,17,120,3,1980,0,0,400,2645,3968,195,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6800,6800,1,710725,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705012,1,2,0.8,,,,
1130303,모험,,hell,0,adv,3,3,earth,st,17,120,3,1990,0,0,400,2649,3974,195,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6800,6800,1,710735,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705013,1,2,0.8,,,,
1130304,모험,,hell,0,adv,3,4,earth,st,17,120,3,2000,0,0,400,2653,3980,195,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6800,6800,1,710745,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705051,1,2,0.8,,,,
1130305,모험,,hell,0,adv,3,5,earth,st,18,120,3,2010,0,0,400,2814,4221,195,"clear_cnt,1","death_cnt,0","lap_time,120",700017,7200,7200,1,710755,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705014,1,2,0.8,,,,
1130306,모험,,hell,0,adv,3,6,earth,st,18,120,3,2020,0,0,400,2818,4227,196,"clear_cnt,1","death_cnt,0","lap_time,120",700017,7200,7200,1,710765,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705015,1,2,0.8,,,,
1130307,모험,,hell,0,adv,3,7,earth,st,18,120,3,2030,0,0,400,2822,4234,196,"clear_cnt,1","death_cnt,0","lap_time,120",700017,7200,7200,1,720715,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,705052,1,2,0.8,,,,
1130401,모험,,hell,0,adv,4,1,fire,st,17,120,3,2040,0,0,400,2670,4005,196,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6800,6800,1,710615,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705021,1,2,0.4,,,,
1130402,모험,,hell,0,adv,4,2,fire,st,17,120,3,2050,0,0,400,2674,4011,197,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6800,6800,1,710625,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705022,1,2,0.4,,,,
1130403,모험,,hell,0,adv,4,3,fire,st,17,120,3,2060,0,0,400,2678,4017,197,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6800,6800,1,710635,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705023,1,2,0.4,,,,
1130404,모험,,hell,0,adv,4,4,fire,st,17,120,3,2070,0,0,400,2682,4023,197,"clear_cnt,1","death_cnt,0","lap_time,120",700017,6800,6800,1,710645,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705061,1,2,0.4,,,,
1130405,모험,,hell,0,adv,4,5,fire,st,18,120,3,2080,0,0,400,2844,4266,198,"clear_cnt,1","death_cnt,0","lap_time,120",700017,7200,7200,1,710655,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705024,1,2,0.4,,,,
1130406,모험,,hell,0,adv,4,6,fire,st,18,120,3,2090,0,0,400,2848,4272,198,"clear_cnt,1","death_cnt,0","lap_time,120",700017,7200,7200,1,710665,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705025,1,2,0.4,,,,
1130407,모험,,hell,0,adv,4,7,fire,st,18,120,3,2100,0,0,400,2853,4279,198,"clear_cnt,1","death_cnt,0","lap_time,120",700017,7200,7200,1,720615,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,705062,1,2,0.4,,,,
1130501,모험,,hell,0,adv,5,1,light,st,18,120,3,2110,0,0,400,2857,4285,198,"clear_cnt,1","death_cnt,0","lap_time,120",700017,7200,7200,1,710415,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705021,1,2,0.6,,,,
1130502,모험,,hell,0,adv,5,2,light,st,18,120,3,2120,0,0,400,2861,4292,199,"clear_cnt,1","death_cnt,0","lap_time,120",700017,7200,7200,1,710425,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705022,1,2,0.6,,,,
1130503,모험,,hell,0,adv,5,3,light,st,18,120,3,2130,0,0,400,2866,4298,199,"clear_cnt,1","death_cnt,0","lap_time,120",700017,7200,7200,1,710435,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705023,1,2,0.6,,,,
1130504,모험,,hell,0,adv,5,4,light,st,18,120,3,2140,0,0,400,2870,4305,199,"clear_cnt,1","death_cnt,0","lap_time,120",700017,7200,7200,1,710445,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705061,1,2,0.6,,,,
1130505,모험,,hell,0,adv,5,5,light,st,19,120,3,2150,0,0,400,3034,4551,200,"clear_cnt,1","death_cnt,0","lap_time,120",700017,7600,7600,1,710455,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705024,1,2,0.6,,,,
1130506,모험,,hell,0,adv,5,6,light,st,19,120,3,2160,0,0,400,3038,4558,200,"clear_cnt,1","death_cnt,0","lap_time,120",700017,7600,7600,1,710465,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705025,1,2,0.6,,,,
1130507,모험,,hell,0,adv,5,7,light,st,19,120,3,2170,0,0,400,3043,4565,200,"clear_cnt,1","death_cnt,0","lap_time,120",700017,7600,7600,1,720415,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,705062,1,2,0.6,,,,
1130601,모험,,hell,0,adv,6,1,dark,st,18,120,3,2180,0,0,400,2887,4331,201,"clear_cnt,1","death_cnt,0","lap_time,120",700017,7200,7200,1,710815,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705021,1,2,0.8,,,,
1130602,모험,,hell,0,adv,6,2,dark,st,18,120,3,2190,0,0,400,2892,4337,201,"clear_cnt,1","death_cnt,0","lap_time,120",700017,7200,7200,1,710825,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705022,1,2,0.8,,,,
1130603,모험,,hell,0,adv,6,3,dark,st,18,120,3,2200,0,0,400,2896,4344,201,"clear_cnt,1","death_cnt,0","lap_time,120",700017,7200,7200,1,710835,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705023,1,2,0.8,,,,
1130604,모험,,hell,0,adv,6,4,dark,st,18,120,3,2210,0,0,400,2900,4350,201,"clear_cnt,1","death_cnt,0","lap_time,120",700017,7200,7200,1,710845,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705061,1,2,0.8,,,,
1130605,모험,,hell,0,adv,6,5,dark,st,19,120,3,2220,0,0,400,3066,4599,202,"clear_cnt,1","death_cnt,0","lap_time,120",700017,7600,7600,1,710855,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705024,1,2,0.8,,,,
1130606,모험,,hell,0,adv,6,6,dark,st,19,120,3,2230,0,0,400,3070,4606,202,"clear_cnt,1","death_cnt,0","lap_time,120",700017,7600,7600,1,710865,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705025,1,2,0.8,,,,
1130607,모험,,hell,0,adv,6,7,dark,st,19,120,3,2240,0,0,400,3075,4612,202,"clear_cnt,1","death_cnt,0","lap_time,120",700017,7600,7600,1,720815,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,705062,1,2,0.8,,,,
1130701,모험,,hell,0,adv,7,1,earth,st,19,120,3,2250,0,0,400,3080,4619,203,"clear_cnt,1","death_cnt,0","lap_time,120",700017,7600,7600,1,710115,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705031,1,2,0.4,,,,
1130702,모험,,hell,0,adv,7,2,earth,st,19,120,3,2260,0,0,400,3084,4626,203,"clear_cnt,1","death_cnt,0","lap_time,120",700017,7600,7600,1,710125,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705032,1,2,0.4,,,,
1130703,모험,,hell,0,adv,7,3,earth,st,19,120,3,2270,0,0,400,3089,4633,203,"clear_cnt,1","death_cnt,0","lap_time,120",700017,7600,7600,1,710135,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705033,1,2,0.4,,,,
1130704,모험,,hell,0,adv,7,4,earth,st,19,120,3,2280,0,0,400,3093,4640,204,"clear_cnt,1","death_cnt,0","lap_time,120",700017,7600,7600,1,710145,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705071,1,2,0.4,,,,
1130705,모험,,hell,0,adv,7,5,earth,st,20,120,3,2290,0,0,400,3261,4891,204,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8000,8000,1,710155,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705034,1,2,0.4,,,,
