slid,sid,r_origin_rarity,r_origin_s_name,r_origin_power_rate,r_origin_hit,r_goal_powerate,lv,r_dragon,t_name,r_count_power_rate,col_01,mod_01,val_01,col_02,mod_02,val_02,col_03,mod_03,val_03,col_04,mod_04,val_04,col_05,mod_05,val_05,desc_1,desc_2,desc_3,desc_4,desc_5,t_desc
20052102,200521,common,패시브 1,50,5,25,2,땅 애플칙,주스드세요,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20052103,200521,common,패시브 1,50,5,25,3,땅 애플칙,주스드세요,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20052104,200521,common,패시브 1,50,5,25,4,땅 애플칙,주스드세요,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20052105,200521,common,패시브 1,50,5,25,5,땅 애플칙,주스드세요,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20053101,200531,common,패시브 2,,1,,1,땅 애플칙,썩은 주스,0,,,,,,,,,,,,,,,,,,,,,
20053102,200531,common,패시브 2,,1,,2,땅 애플칙,썩은 주스,0,chance_value,add,5,,,,,,,,,,,,,,,,,,
20053103,200531,common,패시브 2,,1,,3,땅 애플칙,썩은 주스,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20053104,200531,common,패시브 2,,1,,4,땅 애플칙,썩은 주스,0,chance_value,add,5,,,,,,,,,,,,,,,,,,
20053105,200531,common,패시브 2,,1,,5,땅 애플칙,썩은 주스,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20051201,200512,common,드래그 스킬,300,1,150,1,물 애플칙,사과 드립니다,4,,,,,,,,,,,,,,,,,,,,,
20051202,200512,common,드래그 스킬,300,1,150,2,물 애플칙,사과 드립니다,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20051203,200512,common,드래그 스킬,300,1,150,3,물 애플칙,사과 드립니다,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20051204,200512,common,드래그 스킬,300,1,150,4,물 애플칙,사과 드립니다,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20051205,200512,common,드래그 스킬,300,1,150,5,물 애플칙,사과 드립니다,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20052201,200522,common,패시브 1,50,5,25,1,물 애플칙,주스드세요,4,,,,,,,,,,,,,,,,,,,,,
20052202,200522,common,패시브 1,50,5,25,2,물 애플칙,주스드세요,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20052203,200522,common,패시브 1,50,5,25,3,물 애플칙,주스드세요,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20052204,200522,common,패시브 1,50,5,25,4,물 애플칙,주스드세요,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20052205,200522,common,패시브 1,50,5,25,5,물 애플칙,주스드세요,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20053201,200532,common,패시브 2,,1,,1,물 애플칙,썩은 주스,0,,,,,,,,,,,,,,,,,,,,,
20053202,200532,common,패시브 2,,1,,2,물 애플칙,썩은 주스,0,chance_value,add,5,,,,,,,,,,,,,,,,,,
20053203,200532,common,패시브 2,,1,,3,물 애플칙,썩은 주스,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20053204,200532,common,패시브 2,,1,,4,물 애플칙,썩은 주스,0,chance_value,add,5,,,,,,,,,,,,,,,,,,
20053205,200532,common,패시브 2,,1,,5,물 애플칙,썩은 주스,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20051301,200513,common,드래그 스킬,300,1,150,1,불 애플칙,사과 드립니다,4,,,,,,,,,,,,,,,,,,,,,
20051302,200513,common,드래그 스킬,300,1,150,2,불 애플칙,사과 드립니다,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20051303,200513,common,드래그 스킬,300,1,150,3,불 애플칙,사과 드립니다,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20051304,200513,common,드래그 스킬,300,1,150,4,불 애플칙,사과 드립니다,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20051305,200513,common,드래그 스킬,300,1,150,5,불 애플칙,사과 드립니다,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20052301,200523,common,패시브 1,50,5,25,1,불 애플칙,주스드세요,4,,,,,,,,,,,,,,,,,,,,,
20052302,200523,common,패시브 1,50,5,25,2,불 애플칙,주스드세요,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20052303,200523,common,패시브 1,50,5,25,3,불 애플칙,주스드세요,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20052304,200523,common,패시브 1,50,5,25,4,불 애플칙,주스드세요,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20052305,200523,common,패시브 1,50,5,25,5,불 애플칙,주스드세요,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20053301,200533,common,패시브 2,,1,,1,불 애플칙,썩은 주스,0,,,,,,,,,,,,,,,,,,,,,
20053302,200533,common,패시브 2,,1,,2,불 애플칙,썩은 주스,0,chance_value,add,5,,,,,,,,,,,,,,,,,,
20053303,200533,common,패시브 2,,1,,3,불 애플칙,썩은 주스,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20053304,200533,common,패시브 2,,1,,4,불 애플칙,썩은 주스,0,chance_value,add,5,,,,,,,,,,,,,,,,,,
20053305,200533,common,패시브 2,,1,,5,불 애플칙,썩은 주스,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20051401,200514,common,드래그 스킬,300,1,150,1,빛 애플칙,사과 드립니다,4,,,,,,,,,,,,,,,,,,,,,
20051402,200514,common,드래그 스킬,300,1,150,2,빛 애플칙,사과 드립니다,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20051403,200514,common,드래그 스킬,300,1,150,3,빛 애플칙,사과 드립니다,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20051404,200514,common,드래그 스킬,300,1,150,4,빛 애플칙,사과 드립니다,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20051405,200514,common,드래그 스킬,300,1,150,5,빛 애플칙,사과 드립니다,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20052401,200524,common,패시브 1,50,5,25,1,빛 애플칙,주스드세요,4,,,,,,,,,,,,,,,,,,,,,
20052402,200524,common,패시브 1,50,5,25,2,빛 애플칙,주스드세요,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20052403,200524,common,패시브 1,50,5,25,3,빛 애플칙,주스드세요,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20052404,200524,common,패시브 1,50,5,25,4,빛 애플칙,주스드세요,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20052405,200524,common,패시브 1,50,5,25,5,빛 애플칙,주스드세요,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20053401,200534,common,패시브 2,,1,,1,빛 애플칙,썩은 주스,0,,,,,,,,,,,,,,,,,,,,,
20053402,200534,common,패시브 2,,1,,2,빛 애플칙,썩은 주스,0,chance_value,add,5,,,,,,,,,,,,,,,,,,
20053403,200534,common,패시브 2,,1,,3,빛 애플칙,썩은 주스,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20053404,200534,common,패시브 2,,1,,4,빛 애플칙,썩은 주스,0,chance_value,add,5,,,,,,,,,,,,,,,,,,
20053405,200534,common,패시브 2,,1,,5,빛 애플칙,썩은 주스,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20051501,200515,common,드래그 스킬,300,1,150,1,어둠 애플칙,사과 드립니다,4,,,,,,,,,,,,,,,,,,,,,
20051502,200515,common,드래그 스킬,300,1,150,2,어둠 애플칙,사과 드립니다,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20051503,200515,common,드래그 스킬,300,1,150,3,어둠 애플칙,사과 드립니다,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20051504,200515,common,드래그 스킬,300,1,150,4,어둠 애플칙,사과 드립니다,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20051505,200515,common,드래그 스킬,300,1,150,5,어둠 애플칙,사과 드립니다,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20052501,200525,common,패시브 1,50,5,25,1,어둠 애플칙,주스드세요,4,,,,,,,,,,,,,,,,,,,,,
20052502,200525,common,패시브 1,50,5,25,2,어둠 애플칙,주스드세요,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20052503,200525,common,패시브 1,50,5,25,3,어둠 애플칙,주스드세요,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20052504,200525,common,패시브 1,50,5,25,4,어둠 애플칙,주스드세요,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20052505,200525,common,패시브 1,50,5,25,5,어둠 애플칙,주스드세요,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20053501,200535,common,패시브 2,,1,,1,어둠 애플칙,썩은 주스,0,,,,,,,,,,,,,,,,,,,,,
20053502,200535,common,패시브 2,,1,,2,어둠 애플칙,썩은 주스,0,chance_value,add,5,,,,,,,,,,,,,,,,,,
20053503,200535,common,패시브 2,,1,,3,어둠 애플칙,썩은 주스,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20053504,200535,common,패시브 2,,1,,4,어둠 애플칙,썩은 주스,0,chance_value,add,5,,,,,,,,,,,,,,,,,,
20053505,200535,common,패시브 2,,1,,5,어둠 애플칙,썩은 주스,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20141101,201411,common,드래그 스킬,300,1,150,1,땅 퍼플립스드래곤,버블 샤워,4,,,,,,,,,,,,,,,,,,,,,
20141102,201411,common,드래그 스킬,300,1,150,2,땅 퍼플립스드래곤,버블 샤워,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20141103,201411,common,드래그 스킬,300,1,150,3,땅 퍼플립스드래곤,버블 샤워,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20141104,201411,common,드래그 스킬,300,1,150,4,땅 퍼플립스드래곤,버블 샤워,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20141105,201411,common,드래그 스킬,300,1,150,5,땅 퍼플립스드래곤,버블 샤워,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20142101,201421,common,패시브 1,200,3,100,1,땅 퍼플립스드래곤,버블건,0,,,,,,,,,,,,,,,,,,,,,
20142102,201421,common,패시브 1,200,3,100,2,땅 퍼플립스드래곤,버블건,0,chance_value,add,5,,,,,,,,,,,,,,,,,,
20142103,201421,common,패시브 1,200,3,100,3,땅 퍼플립스드래곤,버블건,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20142104,201421,common,패시브 1,200,3,100,4,땅 퍼플립스드래곤,버블건,0,chance_value,add,5,,,,,,,,,,,,,,,,,,
20142105,201421,common,패시브 1,200,3,100,5,땅 퍼플립스드래곤,버블건,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20143101,201431,common,패시브 2,200,2,100,1,땅 퍼플립스드래곤,퐁당퐁당,3,,,,,,,,,,,,,,,,,,,,,
20143102,201431,common,패시브 2,200,2,100,2,땅 퍼플립스드래곤,퐁당퐁당,3,power_rate,add,33,,,,,,,,,,,,,,,,,,
20143103,201431,common,패시브 2,200,2,100,3,땅 퍼플립스드래곤,퐁당퐁당,3,power_rate,add,33,,,,,,,,,,,,,,,,,,
20143104,201431,common,패시브 2,200,2,100,4,땅 퍼플립스드래곤,퐁당퐁당,3,power_rate,add,33,,,,,,,,,,,,,,,,,,
20143105,201431,common,패시브 2,200,2,100,5,땅 퍼플립스드래곤,퐁당퐁당,3,target_count,add,1,,,,,,,,,,,,,,,,,,
20141201,201412,common,드래그 스킬,300,1,150,1,물 퍼플립스드래곤,버블 샤워,4,,,,,,,,,,,,,,,,,,,,,
20141202,201412,common,드래그 스킬,300,1,150,2,물 퍼플립스드래곤,버블 샤워,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20141203,201412,common,드래그 스킬,300,1,150,3,물 퍼플립스드래곤,버블 샤워,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20141204,201412,common,드래그 스킬,300,1,150,4,물 퍼플립스드래곤,버블 샤워,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20141205,201412,common,드래그 스킬,300,1,150,5,물 퍼플립스드래곤,버블 샤워,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20142201,201422,common,패시브 1,200,3,100,1,물 퍼플립스드래곤,버블건,0,,,,,,,,,,,,,,,,,,,,,
20142202,201422,common,패시브 1,200,3,100,2,물 퍼플립스드래곤,버블건,0,chance_value,add,5,,,,,,,,,,,,,,,,,,
20142203,201422,common,패시브 1,200,3,100,3,물 퍼플립스드래곤,버블건,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20142204,201422,common,패시브 1,200,3,100,4,물 퍼플립스드래곤,버블건,0,chance_value,add,5,,,,,,,,,,,,,,,,,,
20142205,201422,common,패시브 1,200,3,100,5,물 퍼플립스드래곤,버블건,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20143201,201432,common,패시브 2,200,2,100,1,물 퍼플립스드래곤,퐁당퐁당,3,,,,,,,,,,,,,,,,,,,,,
20143202,201432,common,패시브 2,200,2,100,2,물 퍼플립스드래곤,퐁당퐁당,3,power_rate,add,33,,,,,,,,,,,,,,,,,,
20143203,201432,common,패시브 2,200,2,100,3,물 퍼플립스드래곤,퐁당퐁당,3,power_rate,add,33,,,,,,,,,,,,,,,,,,
20143204,201432,common,패시브 2,200,2,100,4,물 퍼플립스드래곤,퐁당퐁당,3,power_rate,add,33,,,,,,,,,,,,,,,,,,
20143205,201432,common,패시브 2,200,2,100,5,물 퍼플립스드래곤,퐁당퐁당,3,target_count,add,1,,,,,,,,,,,,,,,,,,
20141301,201413,common,드래그 스킬,300,1,150,1,불 퍼플립스드래곤,버블 샤워,4,,,,,,,,,,,,,,,,,,,,,
20141302,201413,common,드래그 스킬,300,1,150,2,불 퍼플립스드래곤,버블 샤워,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20141303,201413,common,드래그 스킬,300,1,150,3,불 퍼플립스드래곤,버블 샤워,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20141304,201413,common,드래그 스킬,300,1,150,4,불 퍼플립스드래곤,버블 샤워,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20141305,201413,common,드래그 스킬,300,1,150,5,불 퍼플립스드래곤,버블 샤워,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20142301,201423,common,패시브 1,250,3,125,1,불 퍼플립스드래곤,버블건,2,,,,,,,,,,,,,,,,,,,,,
20142302,201423,common,패시브 1,250,3,125,2,불 퍼플립스드래곤,버블건,2,chance_value,add,5,,,,,,,,,,,,,,,,,,
20142303,201423,common,패시브 1,250,3,125,3,불 퍼플립스드래곤,버블건,2,power_rate,add,63,,,,,,,,,,,,,,,,,,
20142304,201423,common,패시브 1,250,3,125,4,불 퍼플립스드래곤,버블건,2,chance_value,add,5,,,,,,,,,,,,,,,,,,
20142305,201423,common,패시브 1,250,3,125,5,불 퍼플립스드래곤,버블건,2,power_rate,add,63,,,,,,,,,,,,,,,,,,
20143301,201433,common,패시브 2,200,2,100,1,불 퍼플립스드래곤,퐁당퐁당,3,,,,,,,,,,,,,,,,,,,,,
20143302,201433,common,패시브 2,200,2,100,2,불 퍼플립스드래곤,퐁당퐁당,3,power_rate,add,33,,,,,,,,,,,,,,,,,,
20143303,201433,common,패시브 2,200,2,100,3,불 퍼플립스드래곤,퐁당퐁당,3,power_rate,add,33,,,,,,,,,,,,,,,,,,
20143304,201433,common,패시브 2,200,2,100,4,불 퍼플립스드래곤,퐁당퐁당,3,power_rate,add,33,,,,,,,,,,,,,,,,,,
20143305,201433,common,패시브 2,200,2,100,5,불 퍼플립스드래곤,퐁당퐁당,3,target_count,add,1,,,,,,,,,,,,,,,,,,
20141401,201414,common,드래그 스킬,300,1,150,1,빛 퍼플립스드래곤,버블 샤워,4,,,,,,,,,,,,,,,,,,,,,
20141402,201414,common,드래그 스킬,300,1,150,2,빛 퍼플립스드래곤,버블 샤워,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20141403,201414,common,드래그 스킬,300,1,150,3,빛 퍼플립스드래곤,버블 샤워,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20141404,201414,common,드래그 스킬,300,1,150,4,빛 퍼플립스드래곤,버블 샤워,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20141405,201414,common,드래그 스킬,300,1,150,5,빛 퍼플립스드래곤,버블 샤워,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20142401,201424,common,패시브 1,200,3,100,1,빛 퍼플립스드래곤,버블건,0,,,,,,,,,,,,,,,,,,,,,
20142402,201424,common,패시브 1,200,3,100,2,빛 퍼플립스드래곤,버블건,0,chance_value,add,5,,,,,,,,,,,,,,,,,,
20142403,201424,common,패시브 1,200,3,100,3,빛 퍼플립스드래곤,버블건,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20142404,201424,common,패시브 1,200,3,100,4,빛 퍼플립스드래곤,버블건,0,chance_value,add,5,,,,,,,,,,,,,,,,,,
20142405,201424,common,패시브 1,200,3,100,5,빛 퍼플립스드래곤,버블건,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20143401,201434,common,패시브 2,200,2,100,1,빛 퍼플립스드래곤,퐁당퐁당,3,,,,,,,,,,,,,,,,,,,,,
20143402,201434,common,패시브 2,200,2,100,2,빛 퍼플립스드래곤,퐁당퐁당,3,power_rate,add,33,,,,,,,,,,,,,,,,,,
20143403,201434,common,패시브 2,200,2,100,3,빛 퍼플립스드래곤,퐁당퐁당,3,power_rate,add,33,,,,,,,,,,,,,,,,,,
20143404,201434,common,패시브 2,200,2,100,4,빛 퍼플립스드래곤,퐁당퐁당,3,power_rate,add,33,,,,,,,,,,,,,,,,,,
20143405,201434,common,패시브 2,200,2,100,5,빛 퍼플립스드래곤,퐁당퐁당,3,target_count,add,1,,,,,,,,,,,,,,,,,,
20141501,201415,common,드래그 스킬,300,1,150,1,어둠 퍼플립스드래곤,버블 샤워,4,,,,,,,,,,,,,,,,,,,,,
20141502,201415,common,드래그 스킬,300,1,150,2,어둠 퍼플립스드래곤,버블 샤워,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20141503,201415,common,드래그 스킬,300,1,150,3,어둠 퍼플립스드래곤,버블 샤워,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20141504,201415,common,드래그 스킬,300,1,150,4,어둠 퍼플립스드래곤,버블 샤워,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20141505,201415,common,드래그 스킬,300,1,150,5,어둠 퍼플립스드래곤,버블 샤워,4,power_rate,add,38,,,,,,,,,,,,,,,,,,
20142501,201425,common,패시브 1,200,3,100,1,어둠 퍼플립스드래곤,버블건,0,,,,,,,,,,,,,,,,,,,,,
20142502,201425,common,패시브 1,200,3,100,2,어둠 퍼플립스드래곤,버블건,0,chance_value,add,5,,,,,,,,,,,,,,,,,,
20142503,201425,common,패시브 1,200,3,100,3,어둠 퍼플립스드래곤,버블건,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20142504,201425,common,패시브 1,200,3,100,4,어둠 퍼플립스드래곤,버블건,0,chance_value,add,5,,,,,,,,,,,,,,,,,,
20142505,201425,common,패시브 1,200,3,100,5,어둠 퍼플립스드래곤,버블건,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20143501,201435,common,패시브 2,200,2,100,1,어둠 퍼플립스드래곤,퐁당퐁당,3,,,,,,,,,,,,,,,,,,,,,
20143502,201435,common,패시브 2,200,2,100,2,어둠 퍼플립스드래곤,퐁당퐁당,3,power_rate,add,33,,,,,,,,,,,,,,,,,,
20143503,201435,common,패시브 2,200,2,100,3,어둠 퍼플립스드래곤,퐁당퐁당,3,power_rate,add,33,,,,,,,,,,,,,,,,,,
20143504,201435,common,패시브 2,200,2,100,4,어둠 퍼플립스드래곤,퐁당퐁당,3,power_rate,add,33,,,,,,,,,,,,,,,,,,
20143505,201435,common,패시브 2,200,2,100,5,어둠 퍼플립스드래곤,퐁당퐁당,3,target_count,add,1,,,,,,,,,,,,,,,,,,
20351101,203511,rare,드래그 스킬,325,1,163,1,땅 캣츠곤,고양이 할퀴기,4,,,,,,,,,,,,,,,,,,,,,
20351102,203511,rare,드래그 스킬,325,1,163,2,땅 캣츠곤,고양이 할퀴기,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20351103,203511,rare,드래그 스킬,325,1,163,3,땅 캣츠곤,고양이 할퀴기,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20351104,203511,rare,드래그 스킬,325,1,163,4,땅 캣츠곤,고양이 할퀴기,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20351105,203511,rare,드래그 스킬,325,1,163,5,땅 캣츠곤,고양이 할퀴기,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20352101,203521,rare,패시브 1,50,1,25,1,땅 캣츠곤,발톱깎기,4,,,,,,,,,,,,,,,,,,,,,
20352102,203521,rare,패시브 1,50,1,25,2,땅 캣츠곤,발톱깎기,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20352103,203521,rare,패시브 1,50,1,25,3,땅 캣츠곤,발톱깎기,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20352104,203521,rare,패시브 1,50,1,25,4,땅 캣츠곤,발톱깎기,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20352105,203521,rare,패시브 1,50,1,25,5,땅 캣츠곤,발톱깎기,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20353101,203531,rare,패시브 2,100,1,50,1,땅 캣츠곤,그루밍,4,,,,,,,,,,,,,,,,,,,,,
20353102,203531,rare,패시브 2,100,1,50,2,땅 캣츠곤,그루밍,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20353103,203531,rare,패시브 2,100,1,50,3,땅 캣츠곤,그루밍,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20353104,203531,rare,패시브 2,100,1,50,4,땅 캣츠곤,그루밍,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20353105,203531,rare,패시브 2,100,1,50,5,땅 캣츠곤,그루밍,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20351201,203512,rare,드래그 스킬,65,5,33,1,물 캣츠곤,고양이 할퀴기,4,,,,,,,,,,,,,,,,,,,,,
20351202,203512,rare,드래그 스킬,65,5,33,2,물 캣츠곤,고양이 할퀴기,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20351203,203512,rare,드래그 스킬,65,5,33,3,물 캣츠곤,고양이 할퀴기,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20351204,203512,rare,드래그 스킬,65,5,33,4,물 캣츠곤,고양이 할퀴기,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20351205,203512,rare,드래그 스킬,65,5,33,5,물 캣츠곤,고양이 할퀴기,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20352201,203522,rare,패시브 1,,1,,1,물 캣츠곤,그루밍,0,,,,,,,,,,,,,,,,,,,,,
20352202,203522,rare,패시브 1,,1,,2,물 캣츠곤,그루밍,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20352203,203522,rare,패시브 1,,1,,3,물 캣츠곤,그루밍,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20352204,203522,rare,패시브 1,,1,,4,물 캣츠곤,그루밍,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20352205,203522,rare,패시브 1,,1,,5,물 캣츠곤,그루밍,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20353201,203532,rare,패시브 2,50,2,25,1,물 캣츠곤,할퀴기,4,,,,,,,,,,,,,,,,,,,,,
20353202,203532,rare,패시브 2,50,2,25,2,물 캣츠곤,할퀴기,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20353203,203532,rare,패시브 2,50,2,25,3,물 캣츠곤,할퀴기,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20353204,203532,rare,패시브 2,50,2,25,4,물 캣츠곤,할퀴기,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20353205,203532,rare,패시브 2,50,2,25,5,물 캣츠곤,할퀴기,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20351301,203513,rare,드래그 스킬,65,5,33,1,불 캣츠곤,고양이 할퀴기,4,,,,,,,,,,,,,,,,,,,,,
20351302,203513,rare,드래그 스킬,65,5,33,2,불 캣츠곤,고양이 할퀴기,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20351303,203513,rare,드래그 스킬,65,5,33,3,불 캣츠곤,고양이 할퀴기,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20351304,203513,rare,드래그 스킬,65,5,33,4,불 캣츠곤,고양이 할퀴기,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20351305,203513,rare,드래그 스킬,65,5,33,5,불 캣츠곤,고양이 할퀴기,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20352301,203523,rare,패시브 1,100,1,50,1,불 캣츠곤,할퀴기,4,,,,,,,,,,,,,,,,,,,,,
20352302,203523,rare,패시브 1,100,1,50,2,불 캣츠곤,할퀴기,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
