stage,monster_id,attr,t_desc,recomm_power,snro_start,snro_wave_2,snro_wave_3,snro_finish,r_level,r_power
1140107,130011; 130051; 130061; 131011; 134011,earth,이번 보스는 아군에게 일정 확률로 지속피해 효과를 부여합니다. \\n 전투를 빠르게 끝내는 것이 좋습니다.,92628,,,,,382,92628
1140201,130012; 130032; 131012; 132012,water,,93445,,,,,385,93445
1140202,130012; 130042; 130052; 131012; 140092,water,,94538,,,,,389,94538
1140203,130052; 130062; 131012; 131022; 132022,water,,95634,,,,,393,95634
1140204,130043; 131012; 131022; 131032; 133012,water,후방에 있는 상어전사의 지속피해 효과에 걸리면 \\n 짧은 순간에 큰 피해를 입을 수도 있습니다.,96458,,,,,396,96458
1140205,130042; 130052; 130062; 131032; 132032,water,,97560,,,,,400,97560
1140206,130062; 131012; 131022; 131032; 140142,water,,98665,,,,,404,98665
1140207,130032; 130052; 130062; 131012; 134012,water,보스의 생명력이 낮아지면 \\n 강력한 광포화 공격을 시도합니다.,99773,,,,,408,99773
1140301,130021; 130023; 131013; 131061; 132051,earth,,100606,,,,,411,100606
1140302,130013; 130021; 130023; 131061; 140191,earth,,101719,,,,,415,101719
1140303,130011; 130023; 131013; 131061; 132061,earth,,102836,,,,,419,102836
1140304,130043; 130051; 131013; 131061; 133021,earth,강력한 범위 공격 기술을 가지고 있어 \\n 아군의 체력을 잘 관리 해야 합니다.,103956,,,,,423,103956
1140305,130043; 131013; 131061; 131071; 132013,earth,,104797,,,,,426,104797
1140306,130013; 130051; 130053; 131013; 140273,earth,,105923,,,,,430,105923
1140307,130061; 131013; 131061; 131071; 134013,earth,강력한 범위 공격을 사용하고 자신의 체력이 낮아지면 \\n 스스로 잠이 들어 체력을 회복합니다.,107051,,,,,434,107051
1140401,130033; 130053; 131023; 131081; 132071,fire,,108183,,,,,438,108183
1140402,130043; 130052; 130053; 131033; 140043,fire,,109317,,,,,442,109317
1140403,130013; 130053; 131023; 131033; 132023,fire,,110455,,,,,446,110455
1140404,130042; 130053; 131033; 133022; 133031,fire,2명의 중간보스가 등장해 각각 공격과 방어를 담당합니다. \\n 빠르게 한 녀석을 제거하세요.,111311,,,,,449,111311
1140405,130052; 130063; 131042; 131081; 132081,fire,,112454,,,,,453,112454
1140406,130063; 131033; 131042; 131081; 140423,fire,,113601,,,,,457,113601
1140407,130062; 130063; 131033; 131081; 134023,fire,거미줄로 아군을 무력화 하고 \\n 지속피해 효과를 통해 아군을 공격합니다.,114750,,,,,461,114750
1140501,130014; 130044; 131014; 131043; 132014,light,,115903,,,,,465,115903
1140502,130054; 130064; 131043; 131052; 140112,light,,117059,,,,,469,117059
1140503,130054; 131043; 131052; 131111; 132052,light,,118218,,,,,473,118218
1140504,130041; 130043; 131014; 131111; 133014,light,중간보스가 후방까지 공격하는 기술을 사용합니다. \\n 아군을 잘 보호하세요.,119381,,,,,477,119381
1140505,131043; 131052; 131053; 131111; 132024,light,,120546,,,,,481,120546
1140506,131043; 131052; 131053; 131111; 140204,light,,121715,,,,,485,121715
1140507,131014; 131043; 131052; 131111; 134014,light,보스가 소유한 크리스탈의 색에 따라 \\n 기술의 효과가 변합니다.,122886,,,,,489,122886
1140601,130015; 130055; 131055; 132015,dark,,124061,,,,,493,124061
1140602,130025; 130034; 131055; 131073; 140325,dark,,125239,,,,,497,125239
1140603,130044; 130045; 131055; 131073; 132062,dark,,126421,,,,,501,126421
1140604,130055; 130065; 131055; 131073; 133015,dark,아군의 방어력을 낮추는 공격을 사용합니다.,127605,,,,,505,127605
1140605,130065; 131055; 131065; 131073; 132033,dark,,128792,,,,,509,128792
1140606,130055; 131055; 131065; 131073; 140395,dark,,129983,,,,,513,129983
1140607,130054; 130063; 131055; 131073; 134015,dark,전투시간이 길어질수록 보스가 강력해집니다.,131177,,,,,517,131177
1140701,130035; 131011; 131023; 131081; 132141,fire,,132374,,,,,521,132374
1140702,130053; 130055; 131011; 131021; 140371,fire,,133574,,,,,525,133574
1140703,131021; 131023; 131033; 131043; 132091,fire,,135079,,,,,530,135079
1140704,130052; 131011; 131033; 133042; 133061,fire,2명의 중간보스가 등장해 각각 공격과 방어를 담당합니다.\\n 빠르게 한 녀석을 제거하세요.,136286,,,,,534,136286
1140705,130041; 130065; 131011; 131042; 132101,fire,,137496,,,,,538,137496
1140706,131052; 131065; 131081; 131111; 140091,fire,,138710,,,,,542,138710
1140707,130063; 131023; 131033; 131081; 134043,fire,거미줄로 아군을 무력화 하고 \\n 지속피해 효과를 통해 아군을 공격합니다.,139926,,,,,546,139926
1140801,130022; 131033; 131042; 131061; 132121,earth,,141146,,,,,550,141146
1140802,130053; 131042; 131061; 131073; 140041,earth,,142675,,,,,555,142675
1140803,131052; 131061; 131071; 131081; 132043,earth,,143902,,,,,559,143902
1140804,131043; 131052; 131071; 131081; 133051,earth,중간보스가 강력한 범위 공격 기술을 구사합니다.\\n 아군의 체력을 잘 관리 해야 합니다.,145132,,,,,563,145132
1140805,131033; 131042; 131073; 131111; 132131,earth,,146366,,,,,567,146366
1140806,131033; 131052; 131071; 131111; 140021,earth,,147912,,,,,572,147912
1140807,131052; 131071; 131081; 131111; 134033,earth,보스가 강력한 범위 공격을 가합니다. 또한 체력이 낮아지면 \\n 스스로 잠이 들어 체력을 회복합니다.,149152,,,,,576,149152
1140901,130062; 131012; 131022; 131032; 132072,water,,150395,,,,,580,150395
1140902,130055; 130062; 131022; 131065; 140202,water,,151642,,,,,584,151642
1140903,130062; 131022; 131032; 131111; 132092,water,,153205,,,,,589,153205
1140904,131042; 131043; 131065; 131111; 133032,water,후방에 있는 상어전사의 지속피해 효과에 걸리면 \\n 짧은 순간에 큰 피해를 입을 수도 있습니다.,154458,,,,,593,154458
1140905,131032; 131052; 131065; 131111; 132082,water,,155715,,,,,597,155715
1140906,131012; 131022; 131043; 131065; 140422,water,,157291,,,,,602,157291
1140907,130055; 130062; 131012; 131022; 134022,water,보스의 생명력이 낮아지면 \\n 강력한 광포화 공격을 시도합니다.,158555,,,,,606,158555
1141001,130041; 130051; 131031; 131042; 132151,earth,,159822,,,,,610,159822
1141002,131042; 131052; 131061; 131111; 140161,earth,,161410,,,,,615,161410
1141003,130052; 131021; 131031; 131042; 132111,earth,,162684,,,,,619,162684
1141004,130064; 131011; 131031; 131081; 133041,earth,부하의 지속피해 피해를 조심해야 합니다.,163962,,,,,623,163962
1141005,130053; 131042; 131055; 131073; 132053,earth,,165563,,,,,628,165563
1141006,130053; 131011; 131021; 131111; 140193,earth,,166847,,,,,632,166847
1141007,131022; 131042; 131073; 131081; 134021,earth,아군에게 일정 확률로 지속피해 효과를 부여합니다. \\n 전투를 빠르게 끝내는 것이 좋습니다.,168457,,,,,637,168457
1141101,131052; 131053; 131065; 131111; 132034,light,,169749,,,,,641,169749
1141102,130055; 130064; 131052; 131053; 140223,light,,171368,,,,,646,171368
1141103,131043; 131052; 131081; 131111; 132112,light,,172666,,,,,650,172666
1141104,131042; 131043; 131052; 131111; 133024,light,중간보스가 후방까지 공격합니다. \\n 아군 보호에 유의하세요.,174294,,,,,655,174294
1141105,131053; 131081; 131111; 132024; 132044,light,,175600,,,,,659,175600
1141106,131043; 131053; 131055; 131111; 140294,light,,177236,,,,,664,177236
1141107,131052; 131053; 131065; 131111; 134024,light,보스가 가진 크리스탈의 색에 따라 \\n 기술의 효과가 변합니다.,178549,,,,,668,178549
1141201,130055; 131042; 131055; 131065; 132025,dark,,180195,,,,,673,180195
1141202,131052; 131053; 131065; 131073; 140011,dark,,181514,,,,,677,181514
1141203,130053; 131055; 131073; 131081; 132122,dark,,183169,,,,,682,183169
1141204,131033; 131042; 131043; 131052; 133025,dark,중간 보스가 아군의 방어력을 낮춥니다.\\n 생존에 신경쓰세요.,184496,,,,,686,184496
1141205,131033; 131042; 131053; 131065; 132063,dark,,186159,,,,,691,186159
1141206,131013; 131014; 131033; 131055; 140384,dark,,187827,,,,,696,187827
1141207,131032; 131033; 131042; 131053; 134025,dark,시간이 지날수록 보스가 강해집니다.\\n최대한 빨리 끝내는 것이 유리합니다.,189165,,,,,700,189165
1150101,130011; 130021; 130031; 130041; 132011,earth,,178912,,,,,800,223640
1150102,130011; 130021; 130031; 130051; 140081,earth,,187494,,,,,830,234367
1150103,130011; 130021; 130031; 131021; 132021,earth,,196217,,,,,860,245271
1150104,130021; 130031; 130061; 131021; 303011,earth,처음으로 강력한 몬스터가 등장합니다. \\n 주의하세요.,205082,,,,,890,256352
1150105,130011; 130031; 130041; 131031; 132031,earth,,196217,,,,,860,245271
1150106,130041; 130051; 131011; 131021; 140051,earth,,205082,,,,,890,256352
1150107,130011; 130051; 130061; 131011; 304011,earth,이번 보스는 아군에게 일정 확률로 지속피해 효과를 부여합니다. \\n 전투를 빠르게 끝내는 것이 좋습니다.,214088,,,,,920,267610
1150201,130012; 130032; 131012; 132012,water,,205082,,,,,890,256352
1150202,130012; 130042; 130052; 131012; 140092,water,,214088,,,,,920,267610
1150203,130052; 130062; 131012; 131022; 132022,water,,223237,,,,,950,279046
1150204,130043; 131012; 131022; 131032; 303012,water,후방에 있는 상어전사의 지속피해 효과에 걸리면 \\n 짧은 순간에 큰 피해를 입을 수도 있습니다.,214088,,,,,920,267610
1150205,130042; 130052; 130062; 131032; 132032,water,,223237,,,,,950,279046
1150206,130062; 131012; 131022; 131032; 140142,water,,232527,,,,,980,290659
1150207,130032; 130052; 130062; 131012; 304012,water,보스의 생명력이 낮아지면 \\n 강력한 광포화 공격을 시도합니다.,241960,,,,,1010,302450
1150301,130021; 130023; 131013; 131061; 132051,earth,,232527,,,,,980,290659
1150302,130013; 130021; 130023; 131061; 140191,earth,,241960,,,,,1010,302450
1150303,130011; 130023; 131013; 131061; 132061,earth,,251534,,,,,1040,314418
1150304,130043; 130051; 131013; 131061; 303021,earth,강력한 범위 공격 기술을 가지고 있어 \\n 아군의 체력을 잘 관리 해야 합니다.,241960,,,,,1010,302450
1150305,130043; 131013; 131061; 131071; 132013,earth,,251534,,,,,1040,314418
1150306,130013; 130051; 130053; 131013; 140273,earth,,261250,,,,,1070,326563
1150307,130061; 131013; 131061; 131071; 304013,earth,강력한 범위 공격을 사용하고 자신의 체력이 낮아지면 \\n 스스로 잠이 들어 체력을 회복합니다.,271108,,,,,1100,338885
1150401,130033; 130053; 131023; 131081; 132071,fire,,261250,,,,,1070,326563
1150402,130043; 130052; 130053; 131033; 140043,fire,,271108,,,,,1100,338885
1150403,130013; 130053; 131023; 131033; 132023,fire,,281108,,,,,1130,351385
1150404,130042; 130053; 131033; 303022; 303031,fire,2명의 중간보스가 등장해 각각 공격과 방어를 담당합니다. \\n 빠르게 한 녀석을 제거하세요.,271108,,,,,1100,338885
1150405,130052; 130063; 131042; 131081; 132081,fire,,281108,,,,,1130,351385
1150406,130063; 131033; 131042; 131081; 140423,fire,,291250,,,,,1160,364062
1150407,130062; 130063; 131033; 131081; 304023,fire,거미줄로 아군을 무력화 하고 \\n 지속피해 효과를 통해 아군을 공격합니다.,301533,,,,,1190,376916
1150501,130014; 130044; 131014; 131043; 132014,light,,291250,,,,,1160,364062
1150502,130054; 130064; 131043; 131052; 140112,light,,301533,,,,,1190,376916
1150503,130054; 131043; 131052; 131111; 132052,light,,311958,,,,,1220,389947
1150504,130041; 130043; 131014; 131111; 303014,light,중간보스가 후방까지 공격하는 기술을 사용합니다. \\n 아군을 잘 보호하세요.,301533,,,,,1190,376916
1150505,131043; 131052; 131053; 131111; 132024,light,,311958,,,,,1220,389947
1150506,131043; 131052; 131053; 131111; 140204,light,,322525,,,,,1250,403156
1150507,131014; 131043; 131052; 131111; 304014,light,보스가 소유한 크리스탈의 색에 따라 \\n 기술의 효과가 변합니다.,333234,,,,,1280,416542
1150601,130015; 130055; 131055; 132015,dark,,322525,,,,,1250,403156
1150602,130025; 130034; 131055; 131073; 140325,dark,,333234,,,,,1280,416542
1150603,130044; 130045; 131055; 131073; 132062,dark,,344085,,,,,1310,430106
1150604,130055; 130065; 131055; 131073; 303015,dark,아군의 방어력을 낮추는 공격을 사용합니다.,333234,,,,,1280,416542
1150605,130065; 131055; 131065; 131073; 132033,dark,,344085,,,,,1310,430106
1150606,130055; 131055; 131065; 131073; 140395,dark,,355078,,,,,1340,443847
1150607,130054; 130063; 131055; 131073; 304015,dark,전투시간이 길어질수록 보스가 강력해집니다.,366212,,,,,1370,457765
1150701,130035; 131011; 131023; 131081; 132141,fire,,355078,,,,,1340,443847
1150702,130053; 130055; 131011; 131021; 140371,fire,,366212,,,,,1370,457765
1150703,131021; 131023; 131033; 131043; 132091,fire,,377488,,,,,1400,471860
1150704,130052; 131011; 131033; 303042; 303061,fire,2명의 중간보스가 등장해 각각 공격과 방어를 담당합니다.\\n 빠르게 한 녀석을 제거하세요.,366212,,,,,1370,457765
1150705,130041; 130065; 131011; 131042; 132101,fire,,377488,,,,,1400,471860
1150706,131052; 131065; 131081; 131111; 140091,fire,,388906,,,,,1430,486133
1150707,130063; 131023; 131033; 131081; 304043,fire,거미줄로 아군을 무력화 하고 \\n 지속피해 효과를 통해 아군을 공격합니다.,400466,,,,,1460,500583
1150801,130022; 131033; 131042; 131061; 132121,earth,,388906,,,,,1430,486133
1150802,130053; 131042; 131061; 131073; 140041,earth,,400466,,,,,1460,500583
1150803,131052; 131061; 131071; 131081; 132043,earth,,412168,,,,,1490,515210
1150804,131043; 131052; 131071; 131081; 303051,earth,중간보스가 강력한 범위 공격 기술을 구사합니다.\\n 아군의 체력을 잘 관리 해야 합니다.,400466,,,,,1460,500583
1150805,131033; 131042; 131073; 131111; 132131,earth,,412168,,,,,1490,515210
1150806,131033; 131052; 131071; 131111; 140021,earth,,424011,,,,,1520,530014
1150807,131052; 131071; 131081; 131111; 304033,earth,보스가 강력한 범위 공격을 가합니다. 또한 체력이 낮아지면 \\n 스스로 잠이 들어 체력을 회복합니다.,435997,,,,,1550,544996
1150901,130062; 131012; 131022; 131032; 132072,water,,424011,,,,,1520,530014
1150902,130055; 130062; 131022; 131065; 140202,water,,435997,,,,,1550,544996
1150903,130062; 131022; 131032; 131111; 132092,water,,448124,,,,,1580,560155
1150904,131042; 131043; 131065; 131111; 303032,water,후방에 있는 상어전사의 지속피해 효과에 걸리면 \\n 짧은 순간에 큰 피해를 입을 수도 있습니다.,435997,,,,,1550,544996
1150905,131032; 131052; 131065; 131111; 132082,water,,448124,,,,,1580,560155
1150906,131012; 131022; 131043; 131065; 140422,water,,460394,,,,,1610,575492
1150907,130055; 130062; 131012; 131022; 304022,water,보스의 생명력이 낮아지면 \\n 강력한 광포화 공격을 시도합니다.,472805,,,,,1640,591006
1151001,130041; 130051; 131031; 131042; 132151,earth,,460394,,,,,1610,575492
1151002,131042; 131052; 131061; 131111; 140161,earth,,472805,,,,,1640,591006
1151003,130052; 131021; 131031; 131042; 132111,earth,,485358,,,,,1670,606697
1151004,130064; 131011; 131031; 131081; 303041,earth,부하의 지속피해 피해를 조심해야 합니다.,472805,,,,,1640,591006
1151005,130053; 131042; 131055; 131073; 132053,earth,,485358,,,,,1670,606697
1151006,130053; 131011; 131021; 131111; 140193,earth,,498052,,,,,1700,622565
1151007,131022; 131042; 131073; 131081; 304021,earth,아군에게 일정 확률로 지속피해 효과를 부여합니다. \\n 전투를 빠르게 끝내는 것이 좋습니다.,510889,,,,,1730,638611
1151101,131052; 131053; 131065; 131111; 132034,light,,498052,,,,,1700,622565
1151102,130055; 130064; 131052; 131053; 140223,light,,510889,,,,,1730,638611
1151103,131043; 131052; 131081; 131111; 132112,light,,523867,,,,,1760,654834
1151104,131042; 131043; 131052; 131111; 303024,light,중간보스가 후방까지 공격합니다. \\n 아군 보호에 유의하세요.,510889,,,,,1730,638611
1151105,131053; 131081; 131111; 132024; 132044,light,,523867,,,,,1760,654834
1151106,131043; 131053; 131055; 131111; 140294,light,,536987,,,,,1790,671234
1151107,131052; 131053; 131065; 131111; 304024,light,보스가 가진 크리스탈의 색에 따라 \\n 기술의 효과가 변합니다.,550249,,,,,1820,687811
1151201,130055; 131042; 131055; 131065; 132025,dark,,536987,,,,,1790,671234
1151202,131052; 131053; 131065; 131073; 140011,dark,,550249,,,,,1820,687811
1151203,130053; 131055; 131073; 131081; 132122,dark,,563653,,,,,1850,704566
1151204,131033; 131042; 131043; 131052; 303025,dark,중간 보스가 아군의 방어력을 낮춥니다.\\n 생존에 신경쓰세요.,550249,,,,,1820,687811
1151205,131033; 131042; 131053; 131065; 132063,dark,,563653,,,,,1850,704566
1151206,131013; 131014; 131033; 131055; 140384,dark,,577198,,,,,1880,721498
1151207,131032; 131033; 131042; 131053; 304025,dark,시간이 지날수록 보스가 강해집니다.\\n최대한 빨리 끝내는 것이 유리합니다.,590886,,,,,1910,738608
1160101,310011; 310021; 310031; 310041; 312011,earth,,223640,,,,,190,43986
1160102,310011; 310021; 310031; 310051; 315081,earth,,234367,,,,,191,44220
1160103,310011; 310021; 310031; 311021; 312021,earth,,245271,,,,,192,44455
