sid,skill_form,skill_type,t_name,r_comment,res_icon,res_1,res_scale,res_2,res_3,res_hit,skill_size,animation,motion_type,dmg_type,pos,dir,start_cooldown,chance_type,chance_value,target_formation,target_type,target_count,casting_time,cooldown,power_source,r_note,r_group,r_power_rate,power_rate,ignore,hit,val_1,val_2,val_3,for_gd,add_option_type_1,add_option_target_1,add_option_target_count_1,add_option_trigger_1,add_option_time_1,add_option_rate_1,add_option_source_1,add_option_value_1,add_option_type_2,add_option_target_2,add_option_target_count_2,add_option_trigger_2,add_option_time_2,add_option_rate_2,add_option_source_2,add_option_value_2,add_option_type_3,add_option_target_3,add_option_target_count_3,add_option_trigger_3,add_option_time_3,add_option_rate_3,add_option_source_3,add_option_value_3,add_option_type_4,add_option_target_4,add_option_target_count_4,add_option_trigger_4,add_option_time_4,add_option_rate_4,add_option_source_4,add_option_value_4,desc_1,desc_2,desc_3,desc_4,desc_5,t_desc,to_programmer,t_speech,speech_option
231093,code,status_effect,피해 흡수,엘리트_인어,res/ui/icons/skill/200234.png,,1,,,,,skill_1,instant,magical,,-1,,indie_turn,10,,self,1,3,1,,,미분류,0,0,,1,,,,,barrier_protection,target,,skill_end,10,100,max_hp,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,생명력의 20% 만큼 피해를 흡수합니다.,,,
231101,code,missile_move_high_angle,작살 던지기,엘리트_상어전사,res/ui/icons/skill/200411.png,res/missile/missile_harpoon/missile_harpoon.png,1,,,,,skill_1,instant,physical,,-1,,indie_turn,5,,enemy_random,1,2,1,atk,,보스_단일_스킬,300,900,,1,100,20,,,dot_damage,target,,skill_end,10,100,target_max_hp,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,대상에게 큰 피해를 주고 지속피해 효과를 부여합니다.,,,
231102,script,skill_elite_sharkwarrior_2,작살 던지기,엘리트_상어전사,res/ui/icons/skill/200411.png,res/missile/missile_harpoon/missile_harpoon.png,1,,,,,skill_1,instant,physical,,-1,,indie_turn,5,,enemy_random,1,2,1,atk,탄막,보스_광역_스킬,30,600,,1,100,20,,,dot_damage,target,,skill_end,10,100,target_max_hp,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,대상과 그 경로에 있는 적에게 큰 피해를 주고 지속피해 효과를 부여합니다.,,,
231111,code,missile_move_high_angle,독병 던지기,엘리트_독문어,res/ui/icons/skill/200925.png,res/missile/missile_poisonflask/missile_poisonflask.vrp,2,,,,,attack,instant,magical,,-1,,indie_turn,5,,enemy_random,1,2,1,atk,,보스_단일_스킬,200,900,,1,100,20,,,dot_damage,target,,skill_end,30,100,target_max_hp,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,대상에게 피해를 주고 지속피해 효과를 부여합니다.,,,
231112,script,skill_elite_poisonoctopus_2,독병 던지기,엘리트_독문어,res/ui/icons/skill/200925.png,res/missile/missile_poisonflask/missile_poisonflask.vrp,1,,,,,attack,instant,magical,,-1,,indie_turn,5,,enemy_random,3,2,1,atk,탄막,보스_광역_스킬,200,600,,1,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,넓은 범위에 피해를 줍니다.,,,
231121,script,skill_elite_beholder_1,섬뜩한 시선,엘리트_감시자1,res/ui/icons/skill/201821.png,,1,,,,,skill_1,instant,physical,RB14,0,,indie_turn,5,,enemy_distance_line,1,2,1,atk,탄막,보스_광역_스킬,10,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전방에 큰 피해를 줍니다.,,,
231122,script,skill_elite_beholder_2,섬뜩한 시선,엘리트_감시자2,res/ui/icons/skill/201821.png,,1,,,,,skill_1,instant,physical,,-1,,indie_turn,5,,enemy_hp_high,1,3,1,atk,탄막,보스_광역_스킬,100,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전방에 큰 피해를 줍니다.,,,
231131,script,skill_elite_skeleton_knight_1,서리 일격,엘리트_해골 기사,res/ui/icons/skill/204911.png,,1,,,,,skill_1,instant,magical,RM14,-1,,indie_turn,5,,enemy_random,3,2,1,atk,,보스_광역_스킬,150,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,넓은 범위에 큰 피해를 줍니다.,,,
231132,script,skill_elite_skeleton_knight_2,서리 일격,엘리트_해골 기사,res/ui/icons/skill/204911.png,,1,,,,,skill_1,instant,magical,RM14,-1,,indie_turn,5,,enemy_random,3,2,1,atk,,보스_광역_스킬,250,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,넓은 범위에 큰 피해를 줍니다.,,,
231141,script,skill_bounce,글레이브,엘리트_하피,res/ui/icons/skill/244201.png,res/missile/missile_glave/missile_glave_@.spine,1,res/missile/motion_streak/motion_streak_line_@.png,,,,skill_1,instant,physical,,-1,,indie_turn,5,,enemy_distance_line,1,0,1,atk,,보스_광역_스킬,200,600,,1,,,,,dot_damage,target,,skill_end,10,100,target_max_hp,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,여러명에게 튕기며 피해를 줍니다.,,,
231142,script,skill_bounce,글레이브,엘리트_하피,res/ui/icons/skill/244201.png,res/missile/missile_glave/missile_glave_@.spine,1,res/missile/motion_streak/motion_streak_line_@.png,,,,skill_1,instant,physical,,-1,,basic,1,,enemy_distance_line,1,0,1,atk,,보스_광역_일반,50,300,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,여러명에게 튕기며 보통의 피해를 줍니다.,,,
231143,script,skill_elite_harpy_3,깃털 공격,엘리트_하피,res/ui/icons/skill/801021.png,,1,,,,,attack,instant,physical,RM14,-1,,indie_turn,5,,enemy_far_line,3,2,1,atk,탄막,보스_광역_스킬,250,600,,1,,,,,atk_down,target,,skill_end,10,20,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전 방위에 넓게 퍼지며 피해를 주고 공격력을 감소시킵니다.,,,
231151,script,skill_elite_ifrit_1,화륜,엘리트_이프리트,res/ui/icons/skill/204211.png,,1,,,,,skill_1,instant,physical,RM14,0,,indie_turn,5,,enemy_distance_line,1,2,1,atk,탄막,보스_광역_스킬,30,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전방으로 넓은 범위에 큰 피해를 줍니다.,,,
231152,script,skill_elite_ifrit_2,화륜,엘리트_이프리트,res/ui/icons/skill/204211.png,,1,,,,,skill_1,instant,physical,RM14,0,,indie_turn,5,,enemy_distance_line,1,2,1,atk,탄막,보스_광역_스킬,30,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전방으로 넓은 범위에 큰 피해를 줍니다.,,,
231160,script,skill_elite_succubus_0,일반 공격,엘리트_서큐버스,,,1,,,,,,instant,physical,,-1,,basic,1,,enemy_distance_line,1,0,1,atk,,보스_단일_일반,100,450,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,대상에게 보통의 피해를 줍니다.,,,
231161,script,skill_elite_succubus_1,정기 흡수,엘리트_서큐버스,res/ui/icons/skill/206123.png,,1,,,,,skill_1,instant,magical,RM12;RM14;RM16,-2,,indie_rate,20,,enemy_distance_line,1,2,15,atk,,보스_단일_스킬,100,900,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상단에 위치한 대상들에게 보통의 피해를 줍니다.,,,
231162,script,skill_elite_succubus_2,유혹,엘리트_서큐버스,res/ui/icons/skill/206235.png,,1,,,,,skill_1,instant,magical,RM14,-2,,indie_turn,5,,enemy_distance_line,1,2,1,atk,탄막,보스_광역_스킬,100,600,,1,,,,,atk_down,target,,skill_end,10,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전방위에 보통의 피해를 주고 공격력을 감소시킵니다.,,,
231171,script,skill_elite_pixie_queen_1,픽시 윙,엘리트_픽시퀸,res/ui/icons/skill/206031.png,,1,,,,,skill_1,instant,physical,RM14,0,,indie_turn,5,,enemy_distance_line,1,2,1,atk,,보스_광역_스킬,50,600,,1,,,,,sleep,target,,skill_end,5,10,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,넓은 범위에 보통의 피해를 주고 일정 확률로 피해를 입은 대상에게 수면 효과를 부여합니다.,,,
231172,script,skill_elite_pixie_queen_2,픽시라이트,엘리트_픽시퀸,res/ui/icons/skill/245301.png,,1,,,,,skill_1,instant,physical,,0,,indie_turn,10,,enemy_distance_line,1,3,1,atk,탄막,보스_광역_스킬,50,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,근처의 적을 향해 날아가 보통의 피해를 줍니다.,,,
231180,script,skill_elite_light_orb_0,일반 공격,엘리트_라이트 오브 일반 공격,,,1,,,,,skill_1,instant,physical,,-1,,basic,1,,enemy_distance_line,1,0,1,atk,,보스_광역_일반,100,150,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,대상에게 관통하며 날아갔다가 돌아오며 보통의 피해를 줍니다.,,,
231181,script,skill_elite_light_orb_1,환영검,엘리트_라이트 오브1,res/ui/icons/skill/241201.png,,1,,,,,skill_1,instant,physical,,0,,indie_turn,5,,enemy_random,5,2,1,atk,탄막,보스_광역_스킬,30,600,,1,,,,,dot_damage,target,,skill_end,10,100,target_max_hp,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,근처의 적을 향해 날아가 큰 피해를 줍니다.,,,
231190,script,skill_elite_chandelier_0,일반 공격,엘리트_샹들리에,,,1,,,,,attack,instant,magical,,-1,,basic,1,,enemy_distance_line,1,0,1,atk,,보스_단일_일반,100,450,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,대상에게 보통의 피해를 줍니다.,,,
231191,script,skill_elite_chandelier_1,환영 불꽃,엘리트_샹들리에,res/ui/icons/skill/204034.png,,1,,,,,skill_1,instant,magical,,-2,,indie_turn,3,,enemy_none,1,2,1,atk,탄막,보스_광역_스킬,50,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,넓은 범위에 보통의 피해를 줍니다.,,,
231201,script,skill_elite_runeguard_1,해머 공격,룬 수호병1: 스킬,res/ui/icons/skill/204034.png,,1,,,,,skill_1,instant,magical,,-2,,indie_turn,3,,enemy_none,1,2,1,atk,탄막,보스_광역_스킬,50,300,,1,,,,,stun,target,,skill_hit,5,20,,100,recovery_dec,target,,skill_end,10,20,,100,,,,,,,,,,,,,,,,,,,,,,"넓은 범위에 보통의 피해를 주고, 일정 확률로 대상을 기절 시키고 회복량을 감소 시킵니다.",,,
231202,script,skill_elite_runeguard_2,강화 공격,룬 수호병2: 스킬,res/ui/icons/skill/204034.png,,1,,,,,skill_1,instant,magical,,-1,,indie_turn,5,,enemy_none,1,2,1,atk,탄막,보스_광역_스킬,50,300,,1,,,,,dot_damage,target,,skill_end,15,35,target_max_hp,0.5,hit_rate_down,target,,skill_hit,10,20,,100,,,,,,,,,,,,,,,,,,,,,,"넓은 범위에 보통의 피해를 주고, 일정 확률로 대상에게 지속피해와 적중 감소 효과를 부여합니다.",,,
232011,script,skill_subboss_mushqueen_1,포자살포,여왕버섯,res/ui/icons/skill/203921.png,,1,,,,,skill_1,instant,physical,RM12;RM14;RM16,0,,indie_turn,5,,enemy_distance_line,1,2,30,atk,탄막,보스_광역_스킬,50,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,넓은 범위에 보통의 피해를 줍니다.,,,
232012,script,skill_subboss_mushqueen_2,여왕의 힘,여왕버섯,res/ui/icons/skill/203821.png,,1,,,,,skill_1,instant,physical,RM14,0,,indie_turn,10,,enemy_distance_line,1,2,15,atk,탄막,보스_광역_스킬,25,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,근처의 대상에게 보통의 피해를 줍니다.,,,
232013,script,skill_subboss_mushqueen_3,버섯 폭탄,여왕버섯,res/ui/icons/skill/200923.png,,1,,,,,skill_1,instant,physical,RM12;RM14;RM16,0,,indie_turn,15,,enemy_distance_line,1,2,0,atk,,보스_광역_스킬,150,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,대상과 주변에 보통의 피해를 줍니다.,,,
232021,script,skill_subboss_sharkadmiral_1,앵커링,심해상어제독,res/ui/icons/skill/201111.png,,1,,,,,skill_1,instant,physical,RM12;RM14;RM16,-2,,indie_rate,20,,enemy_random,2,1,15,"atk + atk * 0.5 * TARGET_STATUSEFFECT('dot_dmg' , 'type')",탄막,보스_광역_스킬,30,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상단과 중단에 보통의 피해를 줍니다. 지속피해 상태인 대상에게 추가 피해를 줍니다.,,,
232022,script,skill_subboss_sharkadmiral_2,스핀 앵커,심해상어제독,res/ui/icons/skill/201141.png,,1,,,,,skill_1,instant,physical,RM12;RM14;RM16,-2,,indie_turn,5,,enemy_distance_line,1,1,1,"atk + atk * 0.5 * TARGET_STATUSEFFECT('dot_dmg' , 'type')",탄막,보스_광역_스킬,30,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,넓은 범위에 연속적인 피해를 주는 공격입니다. 지속피해 상태인 대상에게 추가 피해를 줍니다.,,,
232023,script,skill_subboss_sharkadmiral_3,샤크투스,심해상어제독,res/ui/icons/skill/800321.png,,1,,,,,skill_1,instant,physical,RM12;RM14;RM16,-2,,indie_turn,10,,enemy_distance_line,1,1,1,"atk + atk * 0.5 * TARGET_STATUSEFFECT('dot_dmg' , 'type')",,보스_단일_스킬,30,900,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,대상에게 여러개의 가시를 날려 보통의 피해를 줍니다. 지속피해 상태인 대상에게 추가 피해를 줍니다.,,,
232030,code,skill_melee_atk,일반 공격,그리핀 일반 공격,res/ui/icons/skill/200243.png,res/missile/missile_arrow/missile_arrow.vrp,0.7,,,,,attack_hack,instant,physical,,0,,basic,1,,enemy_distance_line,1,0,1,atk,,보스_단일_일반,100,225,,1,5000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,보통의 피해를 주는 공격입니다.,직선으로 이동하는 원거리 공격,,
232031,code,skill_enumrate_curve,깃털 날리기,그리핀,res/ui/icons/skill/801021.png,res/missile/missile_feather/missile_feather.png,2,res/missile/motion_streak/motion_streak_rose.png,,,,skill_1,instant,physical,RM12;RM14;RM16,0,,indie_turn,5,,enemy_random,5,1,1,atk,,보스_광역_스킬,50,600,,5,polygons,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,깃털을 날려 대상에게 피해를 줍니다.,,,
232032,script,skill_subboss_griffin_2,깃털 뿌리기,그리핀,res/ui/icons/skill/202431.png,,1,,,,,skill_2,instant,physical,RM14,0,,indie_turn,10,,enemy_distance_line,1,1,15,atk,탄막,보스_광역_스킬,100,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,후방에서 관통하는 무수한 깃털을 날려 보통의 피해를 줍니다.,,,
232033,script,skill_subboss_griffin_3,번개 소환,그리핀,res/ui/icons/skill/204024.png,,1,,,,,skill_1,instant,physical,RM12;RM14;RM16,0,,indie_rate,20,,enemy_distance_line,1,0,15,atk,탄막,보스_광역_스킬,200,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무수한 번개를 소환해 큰 피해를 줍니다.,,,
232040,code,skill_melee_atk,박치기,근접공격,,,1,,,,,attack_hack,instant,physical,,-1,,basic,1,,enemy_distance_line,1,0,1,atk,,보스_단일_일반,100,450,,1,5000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,보통의 피해를 주는 근접 공격입니다.,캐릭터가 직접 대상 앞으로 이동하여 공격한다(공격 모션 필요). 공격이 끝나면 제 자리로 돌아온다.,,
232041,code,status_effect,분노,전차 풍뎅이(돌격): 분노,res/ui/icons/skill/204055.png,,1,,,,,skill_1,instant,physical,,0,,indie_time,10,,self,1,2,1,atk,,미분류,1,0,,1,,,,,atk_up,target,,skill_end,10,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,자신의 공격력을 증가시킵니다.,,,
232042,script,skill_subboss_chariot_scarab_01_2,돌파,전차 풍뎅이(돌격): 돌파,res/ui/icons/skill/204125.png,,1,,,,,skill_2,instant,physical,RM12;RM14;RM16,0,,indie_turn,5,,enemy_distance_line,1,2,1,atk,탄막,보스_단일_스킬,10,900,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전방에 연속적인 공격을 퍼부어 큰 피해를 줍니다.,,,
232043,code,skill_transform,탈출,전차 풍뎅이(돌격): 탈출,res/ui/icons/skill/204331.png,res/effect/effect_transform/effect_transform.vrp,1,,,,,skill_1,instant,physical,,0,,dead_ago,100,,self,1,0,1,atk,,미분류,1,0,,1,131091,13,RB21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,체력이 다하면 도마뱀 인간 전사가 전차에서 내려옵니다.,,,
232050,code,missile_move_high_angle,포격,포격,res/ui/icons/skill/202112.png,res/missile/missile_ball/missile_ball_@.vrp,1,,,,,attack,instant,magical,,-1,,basic,1,,enemy_distance_line,1,0,1,atk,,보스_단일_일반,100,150,,3,150,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,대상에게 보통의 피해를 줍니다.,,,
232051,code,status_effect,인내,전차 풍뎅이(포격): 인내,res/ui/icons/skill/201541.png,,1,,,,,skill_1,instant,physical,,0,,indie_time,10,,self,1,2,1,atk,,미분류,1,0,,1,,,,,def_up,target,,skill_end,10,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,자신의 방어력을 증가시킵니다.,,,
232052,script,skill_subboss_chariot_scarab_02_2,초토화,전차 풍뎅이(포격): 초토화,res/ui/icons/skill/201841.png,,1,,,,,skill_2,instant,physical,RF22;RF24;RF26,0,,indie_turn,5,,enemy_distance_line,1,2,1,atk,탄막,보스_광역_스킬,30,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전방위에 큰 피해를 줍니다.,,,
232053,code,skill_transform,탈출,전차 풍뎅이(포격): 탈출,res/ui/icons/skill/204331.png,res/effect/effect_transform/effect_transform.vrp,1,,,,,skill_1,instant,physical,,0,,dead_ago,100,,self,1,0,1,atk,,미분류,1,0,,1,131091,13,RB17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,체력이 다하면 도마뱀 인간 전사가 전차에서 내려옵니다.,,,
232055,script,skill_subboss_fallen_angel_1,빛의 분노,타천사: 레이저,res/ui/icons/skill/202914.png,,1,,,,,skill_1,instant,physical,RM12;RM14;RM16,-2,,indie_turn,5,,enemy_distance_line,1,2,1,atk,관통,보스_광역_스킬,100,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전방으로 관통하는 레이저를 발사해 보통의 피해를 줍니다.,,,
232056,script,skill_subboss_fallen_angel_2,빛의 천벌,타천사: 연발 레이저,res/ui/icons/skill/202421.png,,1,,,,,skill_2,instant,physical,RM14,-2,,indie_turn,15,,enemy_distance_line,1,2,1,atk,관통,보스_광역_스킬,100,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전방으로 관통하는 레이저를 다수 발사해 보통의 피해를 줍니다.,,,
232057,script,skill_subboss_fallen_angel_3,심판,타천사: ,res/ui/icons/skill/202944.png,,1,,,,,skill_1,instant,physical,RM14,-2,,indie_rate,20,,enemy_distance_line,1,2,15,atk,탄막,보스_광역_스킬,100,600,,1,,,,,dot_damage,target,,skill_end,10,100,target_max_hp,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"하늘에서 빛의 탄환이 쏟아져 큰 피해를 주고, 일정 확률로 지속피해 효과를 부여합니다.",,,
232070,code,skill_melee_atk,일반 공격,듀라한,,,1,,,,,attack_hack,instant,physical,,-1,,basic,1,,enemy_distance_line,1,0,1,atk,,보스_단일_일반,100,450,,1,5000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,보통의 피해를 주는 근접 공격입니다.,,,
232071,script,skill_subboss_dullahan_1,어둠의 기둥,듀라한,res/ui/icons/skill/201622.png,,1,,,,,skill_1,instant,physical,RM14,-2,,indie_turn,5,,enemy_random,1,1,1,atk,,보스_광역_스킬,50,600,,1,,,,,def_down,target,,skill_end,10,10,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"세로로 관통하며 보통의 피해를 주고, 일정 확률로 방어력을 감소 시킵니다.",,,
232072,code,skill_charge,군마 돌진,듀라한,res/ui/icons/skill/204811.png,,1,,,,,skill_2,instant,physical,RM14,-2,,indie_turn,15,,enemy_random,3,2,1,atk,,보스_광역_스킬,100,120,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,직선상의 이동 경로에 있는 대상에게 큰 피해를 줍니다.,,,
232073,script,skill_subboss_dullahan_3,어둠의 나락,듀라한,res/ui/icons/skill/200411.png,,1,,,,,skill_1,instant,physical,RM14,-2,,indie_rate,20,,enemy_random,3,2,15,atk,,보스_광역_스킬,50,600,,1,,,,,def_down,target,,skill_end,10,10,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"세로로 관통하며 보통의 피해를 주고, 일정 확률로 방어력을 감소 시킵니다.",,,
233100,script,skill_boss_queenssnake_0,일반 공격,퀸즈스네이크 : 일반 공격 (attack),,,1,,,,,attack,instant,physical,,-2,,basic,1,,enemy_distance_line,1,0,1,atk,,보스_단일_스킬,100,900,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,대상에게 보통의 피해를 줍니다.,,,
233101,script,skill_boss_queenssnake_1,벌집 던지기,퀸즈스네이크 : 벌집 던지기 (우측상단 집중공격),res/ui/icons/skill/200511.png,,1,,,,,skill_1,instant,physical,RM14,-2,,indie_turn,5,,enemy_distance_line,1,0,1,atk,,보스_단일_스킬,10,900,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,벌집에서 다수의 벌을 소환해 큰 피해를 줍니다.,,,
233102,script,skill_boss_queenssnake_2,벌집 탄막,퀸즈스네이크 : 벌집 탄막 (skill_2_loop),res/ui/icons/skill/200441.png,,1,,,,,skill_2,maintain,physical,RM14,-2,,indie_rate,20,,enemy_distance_line,1,2,15,atk,탄막,보스_광역_스킬,20,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전방위에 다수의 탄환을 발사해 보통의 피해를 줍니다.,,,
233103,script,skill_boss_queenssnake_3,향수병 독안개,퀸즈스네이크 : 향수병 독안개 (skill_3_appear / skill_3_attack),res/ui/icons/skill/205722.png,,1,,,,,skill_3,instant,physical,RM14,-2,,indie_turn,10,,enemy_distance_line,1,2,1,atk,,보스_광역_스킬,100,600,,1,,,,,dot_damage,target,,skill_end,20,100,target_max_hp,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,독가스를 뿜어 넓은 범위에 보통의 피해를 주고 일정 확률로 지속피해 효과를 부여합니다.,,,
233201,script,skill_boss_drake_1,파동,드레이크 : 음파 뱉기 (skill_1),res/ui/icons/skill/205742.png,,1,,,,,skill_1,instant,physical,,-2,,indie_turn,5,,enemy_distance_line,1,0,1,atk,,보스_단일_스킬,55,900,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,음파를 날려 보통의 피해를 줍니다.,,,
233202,script,skill_boss_drake_2,유령 검기,드레이크 : 유령 검기 (skill_4),res/ui/icons/skill/203444.png,,1,,,,,skill_4,instant,physical,RM14,-2,,indie_rate,20,,enemy_distance_line,1,1,15,atk,,보스_광역_스킬,70,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전방의 넓은 범위에 보통의 피해를 줍니다.,,,
233203,script,skill_boss_drake_3,서리 결계,드레이크 : 서리 결계 (skill_2),res/ui/icons/skill/246201.png,,1,,,,,skill_2,instant,physical,RM14,-2,,indie_turn,15,,enemy_distance_line,1,2,1,atk,,보스_광역_스킬,40,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전 방위에 큰 피해를 줍니다.,,,
233204,script,skill_boss_drake_4,포격 명령,드레이크 : 포격 명령 (skill_3),res/ui/icons/skill/203851.png,,1,,,,,skill_3,instant,physical,RM14,-2,,indie_rate,10,,enemy_distance_line,1,2,30,atk,,보스_광역_스킬,90,600,,1,,,,,stun,target,,skill_end,10,50,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,대포를 발사해 피해를 주고 기절시킵니다.,,,
